T3-475;Date;T-10 (øC);T-20 (øC);T-30 (øC);T-40 (øC)
8595;19/06/2022 06:15:00;16,871;16,546;15,931;15,369
8596;19/06/2022 06:30:00;16,86;16,542;15,934;15,373
8597;19/06/2022 06:45:00;16,85;16,536;15,936;15,379
8598;19/06/2022 07:00:00;16,838;16,53;15,937;15,384
8599;19/06/2022 07:15:00;16,827;16,524;15,939;15,388
8600;19/06/2022 07:30:00;16,816;16,516;15,94;15,393
8601;19/06/2022 07:45:00;16,802;16,509;15,94;15,397
8602;19/06/2022 08:00:00;16,79;16,502;15,94;15,402
8603;19/06/2022 08:15:00;16,777;16,494;15,94;15,406
8604;19/06/2022 08:30:00;16,764;16,485;15,94;15,409
8605;19/06/2022 08:45:00;16,75;16,476;15,939;15,414
8606;19/06/2022 09:00:00;16,737;16,467;15,939;15,417
8607;19/06/2022 09:15:00;16,723;16,457;15,937;15,421
8608;19/06/2022 09:30:00;16,708;16,446;15,936;15,424
8609;19/06/2022 09:45:00;16,694;16,436;15,934;15,427
8610;19/06/2022 10:00:00;16,68;16,426;15,931;15,43
8611;19/06/2022 10:15:00;16,665;16,414;15,93;15,433
8612;19/06/2022 10:30:00;16,652;16,403;15,927;15,436
8613;19/06/2022 10:45:00;16,637;16,391;15,924;15,439
8614;19/06/2022 11:00:00;16,622;16,379;15,921;15,44
8615;19/06/2022 11:15:00;16,609;16,368;15,916;15,443
8616;19/06/2022 11:30:00;16,595;16,356;15,913;15,445
8617;19/06/2022 11:45:00;16,582;16,344;15,909;15,446
8618;19/06/2022 12:00:00;16,567;16,332;15,904;15,448
8619;19/06/2022 12:15:00;16,555;16,321;15,9;15,449
8620;19/06/2022 12:30:00;16,542;16,309;15,895;15,451
8621;19/06/2022 12:45:00;16,528;16,298;15,891;15,452
8622;19/06/2022 13:00:00;16,516;16,286;15,886;15,452
8623;19/06/2022 13:15:00;16,505;16,275;15,882;15,454
8624;19/06/2022 13:30:00;16,493;16,263;15,876;15,454
8625;19/06/2022 13:45:00;16,482;16,251;15,871;15,454
8626;19/06/2022 14:00:00;16,47;16,241;15,865;15,454
8627;19/06/2022 14:15:00;16,46;16,231;15,861;15,454
8628;19/06/2022 14:30:00;16,449;16,22;15,855;15,454
8629;19/06/2022 14:45:00;16,439;16,21;15,851;15,454
8630;19/06/2022 15:00:00;16,43;16,201;15,845;15,454
8631;19/06/2022 15:15:00;16,421;16,19;15,84;15,454
8632;19/06/2022 15:30:00;16,412;16,181;15,834;15,452
8633;19/06/2022 15:45:00;16,403;16,172;15,83;15,452
8634;19/06/2022 16:00:00;16,396;16,164;15,824;15,451
8635;19/06/2022 16:15:00;16,388;16,156;15,819;15,449
8636;19/06/2022 16:30:00;16,381;16,147;15,813;15,449
8637;19/06/2022 16:45:00;16,374;16,14;15,809;15,448
8638;19/06/2022 17:00:00;16,368;16,132;15,804;15,446
8639;19/06/2022 17:15:00;16,362;16,126;15,8;15,446
8640;19/06/2022 17:30:00;16,356;16,119;15,795;15,445
8641;19/06/2022 17:45:00;16,35;16,113;15,791;15,443
8642;19/06/2022 18:00:00;16,345;16,107;15,786;15,442
8643;19/06/2022 18:15:00;16,341;16,101;15,782;15,44
8644;19/06/2022 18:30:00;16,336;16,096;15,778;15,439
8645;19/06/2022 18:45:00;16,332;16,092;15,773;15,437
8646;19/06/2022 19:00:00;16,329;16,086;15,77;15,436
8647;19/06/2022 19:15:00;16,326;16,083;15,766;15,434
8648;19/06/2022 19:30:00;16,321;16,079;15,763;15,433
8649;19/06/2022 19:45:00;16,318;16,074;15,76;15,431
8650;19/06/2022 20:00:00;16,315;16,071;15,757;15,43
8651;19/06/2022 20:15:00;16,314;16,068;15,754;15,429
8652;19/06/2022 20:30:00;16,311;16,065;15,751;15,427
8653;19/06/2022 20:45:00;16,308;16,064;15,748;15,426
8654;19/06/2022 21:00:00;16,306;16,061;15,745;15,424
8655;19/06/2022 21:15:00;16,304;16,058;15,742;15,423
8656;19/06/2022 21:30:00;16,302;16,056;15,74;15,421
8657;19/06/2022 21:45:00;16,299;16,055;15,737;15,42
8658;19/06/2022 22:00:00;16,298;16,053;15,736;15,418
8659;19/06/2022 22:15:00;16,296;16,052;15,733;15,417
8660;19/06/2022 22:30:00;16,293;16,05;15,731;15,415
8661;19/06/2022 22:45:00;16,292;16,049;15,73;15,415
8662;19/06/2022 23:00:00;16,289;16,047;15,728;15,414
8663;19/06/2022 23:15:00;16,287;16,047;15,727;15,412
8664;19/06/2022 23:30:00;16,284;16,046;15,725;15,411
8665;19/06/2022 23:45:00;16,281;16,044;15,724;15,411
8666;20/06/2022 00:00:00;16,28;16,044;15,722;15,409
8667;20/06/2022 00:15:00;16,277;16,043;15,721;15,408
8668;20/06/2022 00:30:00;16,274;16,041;15,721;15,408
8669;20/06/2022 00:45:00;16,271;16,041;15,719;15,406
8670;20/06/2022 01:00:00;16,268;16,04;15,718;15,405
8671;20/06/2022 01:15:00;16,263;16,038;15,718;15,405
8672;20/06/2022 01:30:00;16,26;16,037;15,716;15,403
8673;20/06/2022 01:45:00;16,256;16,035;15,716;15,403
8674;20/06/2022 02:00:00;16,253;16,034;15,715;15,402
8675;20/06/2022 02:15:00;16,248;16,032;15,713;15,402
8676;20/06/2022 02:30:00;16,244;16,029;15,713;15,4
8677;20/06/2022 02:45:00;16,239;16,028;15,712;15,4
8678;20/06/2022 03:00:00;16,235;16,026;15,71;15,4
8679;20/06/2022 03:15:00;16,231;16,023;15,71;15,399
8680;20/06/2022 03:30:00;16,225;16,022;15,709;15,399
8681;20/06/2022 03:45:00;16,22;16,019;15,707;15,397
8682;20/06/2022 04:00:00;16,214;16,016;15,706;15,397
8683;20/06/2022 04:15:00;16,208;16,013;15,706;15,397
8684;20/06/2022 04:30:00;16,202;16,009;15,704;15,396
8685;20/06/2022 04:45:00;16,196;16,006;15,703;15,396
8686;20/06/2022 05:00:00;16,189;16,003;15,701;15,396
8687;20/06/2022 05:15:00;16,183;15,998;15,7;15,394
8688;20/06/2022 05:30:00;16,175;15,994;15,699;15,394
8689;20/06/2022 05:45:00;16,168;15,989;15,697;15,394
8690;20/06/2022 06:00:00;16,161;15,985;15,694;15,393
8691;20/06/2022 06:15:00;16,153;15,98;15,693;15,393
8692;20/06/2022 06:30:00;16,146;15,976;15,691;15,391
8693;20/06/2022 06:45:00;16,137;15,97;15,688;15,391
8694;20/06/2022 07:00:00;16,129;15,964;15,685;15,39
8695;20/06/2022 07:15:00;16,12;15,959;15,684;15,39
8696;20/06/2022 07:30:00;16,111;15,953;15,681;15,388
8697;20/06/2022 07:45:00;16,104;15,946;15,678;15,388
8698;20/06/2022 08:00:00;16,095;15,94;15,675;15,387
8699;20/06/2022 08:15:00;16,086;15,934;15,672;15,387
8700;20/06/2022 08:30:00;16,077;15,927;15,669;15,385
8701;20/06/2022 08:45:00;16,068;15,921;15,666;15,384
8702;20/06/2022 09:00:00;16,059;15,913;15,663;15,384
8703;20/06/2022 09:15:00;16,05;15,907;15,66;15,382
8704;20/06/2022 09:30:00;16,043;15,9;15,657;15,381
8705;20/06/2022 09:45:00;16,034;15,892;15,652;15,381
8706;20/06/2022 10:00:00;16,025;15,885;15,649;15,379
8707;20/06/2022 10:15:00;16,016;15,877;15,645;15,378
8708;20/06/2022 10:30:00;16,009;15,87;15,64;15,376
8709;20/06/2022 10:45:00;16;15,863;15,637;15,375
8710;20/06/2022 11:00:00;15,992;15,855;15,633;15,373
8711;20/06/2022 11:15:00;15,983;15,848;15,628;15,372
8712;20/06/2022 11:30:00;15,976;15,84;15,624;15,37
8713;20/06/2022 11:45:00;15,968;15,833;15,619;15,369
8714;20/06/2022 12:00:00;15,961;15,825;15,616;15,367
8715;20/06/2022 12:15:00;15,955;15,819;15,612;15,366
8716;20/06/2022 12:30:00;15,947;15,812;15,608;15,363
8717;20/06/2022 12:45:00;15,942;15,804;15,603;15,361
8718;20/06/2022 13:00:00;15,936;15,798;15,599;15,36
8719;20/06/2022 13:15:00;15,93;15,792;15,594;15,358
8720;20/06/2022 13:30:00;15,924;15,786;15,59;15,355
8721;20/06/2022 13:45:00;15,918;15,779;15,585;15,354
8722;20/06/2022 14:00:00;15,913;15,775;15,581;15,352
8723;20/06/2022 14:15:00;15,907;15,769;15,578;15,349
8724;20/06/2022 14:30:00;15,903;15,763;15,573;15,348
8725;20/06/2022 14:45:00;15,9;15,757;15,569;15,345
8726;20/06/2022 15:00:00;15,895;15,752;15,564;15,343
8727;20/06/2022 15:15:00;15,891;15,748;15,56;15,34
8728;20/06/2022 15:30:00;15,888;15,743;15,557;15,339
8729;20/06/2022 15:45:00;15,885;15,739;15,552;15,336
8730;20/06/2022 16:00:00;15,88;15,734;15,549;15,333
8731;20/06/2022 16:15:00;15,879;15,73;15,545;15,331
8732;20/06/2022 16:30:00;15,876;15,727;15,542;15,329
8733;20/06/2022 16:45:00;15,873;15,722;15,537;15,327
8734;20/06/2022 17:00:00;15,871;15,719;15,534;15,324
8735;20/06/2022 17:15:00;15,868;15,716;15,531;15,323
8736;20/06/2022 17:30:00;15,867;15,713;15,527;15,32
8737;20/06/2022 17:45:00;15,865;15,71;15,524;15,317
8738;20/06/2022 18:00:00;15,864;15,709;15,521;15,315
8739;20/06/2022 18:15:00;15,863;15,706;15,518;15,312
8740;20/06/2022 18:30:00;15,861;15,704;15,515;15,311
8741;20/06/2022 18:45:00;15,86;15,701;15,512;15,308
8742;20/06/2022 19:00:00;15,86;15,7;15,511;15,306
8743;20/06/2022 19:15:00;15,858;15,699;15,508;15,303
8744;20/06/2022 19:30:00;15,857;15,697;15,506;15,302
8745;20/06/2022 19:45:00;15,857;15,696;15,503;15,299
8746;20/06/2022 20:00:00;15,855;15,696;15,502;15,297
8747;20/06/2022 20:15:00;15,854;15,694;15,499;15,296
8748;20/06/2022 20:30:00;15,854;15,693;15,497;15,293
8749;20/06/2022 20:45:00;15,852;15,693;15,496;15,291
8750;20/06/2022 21:00:00;15,851;15,691;15,494;15,29
8751;20/06/2022 21:15:00;15,851;15,691;15,491;15,287
8752;20/06/2022 21:30:00;15,849;15,69;15,49;15,285
8753;20/06/2022 21:45:00;15,848;15,69;15,488;15,284
8754;20/06/2022 22:00:00;15,846;15,688;15,487;15,282
8755;20/06/2022 22:15:00;15,845;15,688;15,485;15,281
8756;20/06/2022 22:30:00;15,842;15,688;15,484;15,278
8757;20/06/2022 22:45:00;15,84;15,687;15,484;15,276
8758;20/06/2022 23:00:00;15,839;15,687;15,482;15,275
8759;20/06/2022 23:15:00;15,836;15,685;15,481;15,273
8760;20/06/2022 23:30:00;15,833;15,684;15,479;15,272
8761;20/06/2022 23:45:00;15,83;15,682;15,478;15,27
8762;21/06/2022 00:00:00;15,827;15,682;15,478;15,269
8763;21/06/2022 00:15:00;15,824;15,681;15,476;15,267
8764;21/06/2022 00:30:00;15,821;15,679;15,475;15,266
8765;21/06/2022 00:45:00;15,816;15,678;15,473;15,264
8766;21/06/2022 01:00:00;15,813;15,676;15,472;15,263
8767;21/06/2022 01:15:00;15,809;15,673;15,472;15,263
8768;21/06/2022 01:30:00;15,804;15,672;15,47;15,261
8769;21/06/2022 01:45:00;15,8;15,669;15,469;15,26
8770;21/06/2022 02:00:00;15,794;15,667;15,467;15,258
8771;21/06/2022 02:15:00;15,789;15,664;15,466;15,257
8772;21/06/2022 02:30:00;15,783;15,661;15,464;15,255
8773;21/06/2022 02:45:00;15,778;15,658;15,463;15,254
8774;21/06/2022 03:00:00;15,772;15,655;15,461;15,254
8775;21/06/2022 03:15:00;15,766;15,651;15,46;15,252
8776;21/06/2022 03:30:00;15,76;15,648;15,457;15,251
8777;21/06/2022 03:45:00;15,752;15,643;15,455;15,249
8778;21/06/2022 04:00:00;15,746;15,639;15,454;15,248
8779;21/06/2022 04:15:00;15,739;15,634;15,451;15,246
8780;21/06/2022 04:30:00;15,731;15,63;15,449;15,245
8781;21/06/2022 04:45:00;15,724;15,625;15,446;15,245
8782;21/06/2022 05:00:00;15,716;15,619;15,445;15,243
8783;21/06/2022 05:15:00;15,709;15,613;15,442;15,242
8784;21/06/2022 05:30:00;15,701;15,609;15,439;15,24
8785;21/06/2022 05:45:00;15,694;15,603;15,436;15,239
8786;21/06/2022 06:00:00;15,685;15,597;15,433;15,237
8787;21/06/2022 06:15:00;15,678;15,591;15,43;15,236
8788;21/06/2022 06:30:00;15,67;15,585;15,427;15,234
8789;21/06/2022 06:45:00;15,664;15,578;15,424;15,233
8790;21/06/2022 07:00:00;15,657;15,572;15,421;15,231
8791;21/06/2022 07:15:00;15,649;15,566;15,417;15,23
8792;21/06/2022 07:30:00;15,643;15,558;15,414;15,228
8793;21/06/2022 07:45:00;15,637;15,552;15,409;15,227
8794;21/06/2022 08:00:00;15,631;15,546;15,406;15,224
8795;21/06/2022 08:15:00;15,625;15,54;15,402;15,223
8796;21/06/2022 08:30:00;15,619;15,533;15,399;15,221
8797;21/06/2022 08:45:00;15,615;15,527;15,394;15,22
8798;21/06/2022 09:00:00;15,611;15,521;15,39;15,217
8799;21/06/2022 09:15:00;15,606;15,517;15,387;15,215
8800;21/06/2022 09:30:00;15,603;15,511;15,382;15,214
8801;21/06/2022 09:45:00;15,599;15,505;15,379;15,211
8802;21/06/2022 10:00:00;15,597;15,5;15,375;15,209
8803;21/06/2022 10:15:00;15,594;15,496;15,37;15,208
8804;21/06/2022 10:30:00;15,593;15,491;15,367;15,205
8805;21/06/2022 10:45:00;15,591;15,487;15,363;15,203
8806;21/06/2022 11:00:00;15,59;15,484;15,36;15,2
8807;21/06/2022 11:15:00;15,59;15,481;15,355;15,199
8808;21/06/2022 11:30:00;15,59;15,478;15,352;15,196
8809;21/06/2022 11:45:00;15,59;15,475;15,349;15,194
8810;21/06/2022 12:00:00;15,591;15,472;15,346;15,191
8811;21/06/2022 12:15:00;15,594;15,47;15,343;15,19
8812;21/06/2022 12:30:00;15,596;15,469;15,34;15,187
8813;21/06/2022 12:45:00;15,6;15,469;15,337;15,185
8814;21/06/2022 13:00:00;15,603;15,469;15,334;15,182
8815;21/06/2022 13:15:00;15,608;15,467;15,333;15,179
8816;21/06/2022 13:30:00;15,612;15,469;15,33;15,178
8817;21/06/2022 13:45:00;15,616;15,469;15,329;15,175
8818;21/06/2022 14:00:00;15,622;15,47;15,326;15,173
8819;21/06/2022 14:15:00;15,63;15,472;15,324;15,172
8820;21/06/2022 14:30:00;15,637;15,475;15,323;15,169
8821;21/06/2022 14:45:00;15,645;15,478;15,323;15,167
8822;21/06/2022 15:00:00;15,652;15,481;15,321;15,166
8823;21/06/2022 15:15:00;15,66;15,484;15,32;15,163
8824;21/06/2022 15:30:00;15,669;15,487;15,32;15,161
8825;21/06/2022 15:45:00;15,679;15,491;15,32;15,16
8826;21/06/2022 16:00:00;15,688;15,496;15,32;15,158
8827;21/06/2022 16:15:00;15,697;15,502;15,32;15,157
8828;21/06/2022 16:30:00;15,709;15,508;15,32;15,155
8829;21/06/2022 16:45:00;15,719;15,514;15,321;15,154
8830;21/06/2022 17:00:00;15,73;15,52;15,321;15,152
8831;21/06/2022 17:15:00;15,74;15,527;15,323;15,151
8832;21/06/2022 17:30:00;15,752;15,533;15,324;15,151
8833;21/06/2022 17:45:00;15,763;15,54;15,326;15,149
8834;21/06/2022 18:00:00;15,775;15,549;15,327;15,148
8835;21/06/2022 18:15:00;15,785;15,557;15,33;15,148
8836;21/06/2022 18:30:00;15,797;15,564;15,331;15,146
8837;21/06/2022 18:45:00;15,809;15,573;15,334;15,146
8838;21/06/2022 19:00:00;15,819;15,582;15,337;15,146
8839;21/06/2022 19:15:00;15,831;15,591;15,34;15,146
8840;21/06/2022 19:30:00;15,843;15,6;15,343;15,145
8841;21/06/2022 19:45:00;15,854;15,611;15,346;15,145
8842;21/06/2022 20:00:00;15,865;15,619;15,351;15,145
8843;21/06/2022 20:15:00;15,876;15,628;15,355;15,146
8844;21/06/2022 20:30:00;15,886;15,637;15,358;15,146
8845;21/06/2022 20:45:00;15,898;15,648;15,363;15,146
8846;21/06/2022 21:00:00;15,907;15,657;15,367;15,148
8847;21/06/2022 21:15:00;15,918;15,666;15,372;15,148
8848;21/06/2022 21:30:00;15,928;15,676;15,376;15,149
8849;21/06/2022 21:45:00;15,937;15,685;15,381;15,149
8850;21/06/2022 22:00:00;15,946;15,696;15,385;15,151
8851;21/06/2022 22:15:00;15,955;15,704;15,391;15,152
8852;21/06/2022 22:30:00;15,964;15,713;15,396;15,154
8853;21/06/2022 22:45:00;15,971;15,722;15,402;15,155
8854;21/06/2022 23:00:00;15,979;15,73;15,406;15,157
8855;21/06/2022 23:15:00;15,986;15,739;15,411;15,158
8856;21/06/2022 23:30:00;15,994;15,748;15,417;15,16
8857;21/06/2022 23:45:00;16;15,755;15,421;15,161
8858;22/06/2022 00:00:00;16,006;15,764;15,427;15,163
8859;22/06/2022 00:15:00;16,012;15,772;15,431;15,166
8860;22/06/2022 00:30:00;16,018;15,779;15,437;15,167
8861;22/06/2022 00:45:00;16,022;15,786;15,442;15,17
8862;22/06/2022 01:00:00;16,026;15,792;15,448;15,172
8863;22/06/2022 01:15:00;16,031;15,8;15,452;15,175
8864;22/06/2022 01:30:00;16,034;15,806;15,458;15,176
8865;22/06/2022 01:45:00;16,037;15,813;15,463;15,179
8866;22/06/2022 02:00:00;16,038;15,818;15,467;15,182
8867;22/06/2022 02:15:00;16,041;15,824;15,472;15,184
8868;22/06/2022 02:30:00;16,043;15,828;15,478;15,187
8869;22/06/2022 02:45:00;16,043;15,833;15,482;15,19
8870;22/06/2022 03:00:00;16,044;15,837;15,487;15,193
8871;22/06/2022 03:15:00;16,044;15,842;15,491;15,194
8872;22/06/2022 03:30:00;16,044;15,845;15,494;15,197
8873;22/06/2022 03:45:00;16,043;15,846;15,499;15,2
8874;22/06/2022 04:00:00;16,041;15,849;15,503;15,203
8875;22/06/2022 04:15:00;16,04;15,851;15,506;15,206
8876;22/06/2022 04:30:00;16,038;15,852;15,511;15,208
8877;22/06/2022 04:45:00;16,035;15,852;15,514;15,211
8878;22/06/2022 05:00:00;16,034;15,854;15,517;15,214
8879;22/06/2022 05:15:00;16,031;15,854;15,52;15,217
8880;22/06/2022 05:30:00;16,029;15,854;15,521;15,22
8881;22/06/2022 05:45:00;16,026;15,854;15,524;15,223
8882;22/06/2022 06:00:00;16,023;15,852;15,527;15,225
8883;22/06/2022 06:15:00;16,022;15,852;15,528;15,227
8884;22/06/2022 06:30:00;16,019;15,851;15,53;15,23
8885;22/06/2022 06:45:00;16,016;15,848;15,531;15,233
8886;22/06/2022 07:00:00;16,013;15,846;15,533;15,234
8887;22/06/2022 07:15:00;16,01;15,845;15,534;15,237
8888;22/06/2022 07:30:00;16,009;15,842;15,536;15,239
8889;22/06/2022 07:45:00;16,007;15,84;15,536;15,242
8890;22/06/2022 08:00:00;16,004;15,837;15,537;15,243
8891;22/06/2022 08:15:00;16,003;15,836;15,537;15,246
8892;22/06/2022 08:30:00;16,001;15,833;15,537;15,248
8893;22/06/2022 08:45:00;16,001;15,83;15,537;15,249
8894;22/06/2022 09:00:00;16;15,828;15,537;15,251
8895;22/06/2022 09:15:00;16;15,825;15,537;15,252
8896;22/06/2022 09:30:00;16;15,824;15,537;15,254
8897;22/06/2022 09:45:00;16;15,822;15,537;15,255
8898;22/06/2022 10:00:00;16,001;15,819;15,537;15,257
8899;22/06/2022 10:15:00;16,001;15,819;15,537;15,258
8900;22/06/2022 10:30:00;16,003;15,816;15,536;15,26
8901;22/06/2022 10:45:00;16,006;15,816;15,536;15,261
8902;22/06/2022 11:00:00;16,009;15,816;15,536;15,263
8903;22/06/2022 11:15:00;16,01;15,816;15,536;15,263
8904;22/06/2022 11:30:00;16,013;15,815;15,536;15,264
8905;22/06/2022 11:45:00;16,018;15,816;15,536;15,266
8906;22/06/2022 12:00:00;16,022;15,816;15,536;15,266
8907;22/06/2022 12:15:00;16,026;15,816;15,536;15,267
8908;22/06/2022 12:30:00;16,031;15,818;15,536;15,267
8909;22/06/2022 12:45:00;16,035;15,819;15,536;15,269
8910;22/06/2022 13:00:00;16,04;15,819;15,536;15,269
8911;22/06/2022 13:15:00;16,046;15,821;15,536;15,27
8912;22/06/2022 13:30:00;16,052;15,822;15,536;15,27
8913;22/06/2022 13:45:00;16,058;15,825;15,536;15,272
8914;22/06/2022 14:00:00;16,067;15,828;15,536;15,272
8915;22/06/2022 14:15:00;16,079;15,837;15,536;15,272
8916;22/06/2022 14:30:00;16,091;15,846;15,537;15,272
8917;22/06/2022 14:45:00;16,099;15,851;15,537;15,273
8918;22/06/2022 15:00:00;16,108;15,855;15,539;15,273
8919;22/06/2022 15:15:00;16,117;15,86;15,54;15,273
8920;22/06/2022 15:30:00;16,125;15,864;15,542;15,275
8921;22/06/2022 15:45:00;16,134;15,868;15,543;15,275
8922;22/06/2022 16:00:00;16,141;15,874;15,546;15,276
8923;22/06/2022 16:15:00;16,15;15,88;15,548;15,276
8924;22/06/2022 16:30:00;16,159;15,886;15,551;15,278
8925;22/06/2022 16:45:00;16,168;15,892;15,554;15,278
8926;22/06/2022 17:00:00;16,177;15,9;15,557;15,279
8927;22/06/2022 17:15:00;16,186;15,907;15,561;15,281
8928;22/06/2022 17:30:00;16,196;15,915;15,564;15,282
8929;22/06/2022 17:45:00;16,205;15,924;15,569;15,284
8930;22/06/2022 18:00:00;16,216;15,931;15,572;15,285
8931;22/06/2022 18:15:00;16,225;15,94;15,576;15,287
8932;22/06/2022 18:30:00;16,235;15,947;15,581;15,288
8933;22/06/2022 18:45:00;16,245;15,956;15,585;15,29
8934;22/06/2022 19:00:00;16,254;15,965;15,59;15,291
8935;22/06/2022 19:15:00;16,265;15,974;15,594;15,293
8936;22/06/2022 19:30:00;16,275;15,983;15,6;15,294
8937;22/06/2022 19:45:00;16,286;15,992;15,605;15,297
8938;22/06/2022 20:00:00;16,295;16,001;15,609;15,299
8939;22/06/2022 20:15:00;16,305;16,009;15,615;15,3
8940;22/06/2022 20:30:00;16,315;16,018;15,619;15,303
8941;22/06/2022 20:45:00;16,324;16,026;15,624;15,305
8942;22/06/2022 21:00:00;16,335;16,034;15,63;15,308
8943;22/06/2022 21:15:00;16,345;16,044;15,634;15,309
8944;22/06/2022 21:30:00;16,359;16,059;15,64;15,312
8945;22/06/2022 21:45:00;16,374;16,074;15,646;15,314
8946;22/06/2022 22:00:00;16,387;16,088;15,652;15,317
8947;22/06/2022 22:15:00;16,399;16,099;15,658;15,32
8948;22/06/2022 22:30:00;16,411;16,11;15,666;15,323
8949;22/06/2022 22:45:00;16,423;16,119;15,672;15,326
8950;22/06/2022 23:00:00;16,433;16,128;15,678;15,329
8951;22/06/2022 23:15:00;16,443;16,137;15,684;15,331
8952;22/06/2022 23:30:00;16,454;16,147;15,691;15,334
8953;22/06/2022 23:45:00;16,463;16,156;15,697;15,337
8954;23/06/2022 00:00:00;16,472;16,165;15,703;15,342
8955;23/06/2022 00:15:00;16,482;16,174;15,71;15,345
8956;23/06/2022 00:30:00;16,491;16,183;15,716;15,348
8957;23/06/2022 00:45:00;16,5;16,192;15,722;15,352
8958;23/06/2022 01:00:00;16,508;16,201;15,73;15,355
8959;23/06/2022 01:15:00;16,518;16,211;15,736;15,36
8960;23/06/2022 01:30:00;16,53;16,226;15,743;15,363
8961;23/06/2022 01:45:00;16,54;16,239;15,751;15,367
8962;23/06/2022 02:00:00;16,549;16,25;15,758;15,37
8963;23/06/2022 02:15:00;16,557;16,257;15,766;15,375
8964;23/06/2022 02:30:00;16,563;16,263;15,772;15,379
8965;23/06/2022 02:45:00;16,569;16,269;15,778;15,384
8966;23/06/2022 03:00:00;16,574;16,274;15,785;15,388
8967;23/06/2022 03:15:00;16,579;16,28;15,791;15,393
8968;23/06/2022 03:30:00;16,583;16,286;15,797;15,396
8969;23/06/2022 03:45:00;16,588;16,292;15,803;15,4
8970;23/06/2022 04:00:00;16,594;16,298;15,809;15,405
8971;23/06/2022 04:15:00;16,598;16,302;15,815;15,409
8972;23/06/2022 04:30:00;16,601;16,308;15,819;15,414
8973;23/06/2022 04:45:00;16,606;16,312;15,825;15,418
8974;23/06/2022 05:00:00;16,61;16,317;15,83;15,421
8975;23/06/2022 05:15:00;16,615;16,321;15,836;15,426
8976;23/06/2022 05:30:00;16,619;16,326;15,84;15,43
8977;23/06/2022 05:45:00;16,622;16,329;15,845;15,434
8978;23/06/2022 06:00:00;16,627;16,333;15,849;15,437
8979;23/06/2022 06:15:00;16,63;16,336;15,854;15,442
8980;23/06/2022 06:30:00;16,634;16,341;15,858;15,446
8981;23/06/2022 06:45:00;16,637;16,344;15,863;15,449
8982;23/06/2022 07:00:00;16,64;16,347;15,867;15,454
8983;23/06/2022 07:15:00;16,643;16,35;15,871;15,458
8984;23/06/2022 07:30:00;16,647;16,353;15,874;15,461
8985;23/06/2022 07:45:00;16,65;16,356;15,879;15,466
8986;23/06/2022 08:00:00;16,653;16,359;15,882;15,469
8987;23/06/2022 08:15:00;16,655;16,362;15,886;15,473
8988;23/06/2022 08:30:00;16,658;16,365;15,889;15,476
8989;23/06/2022 08:45:00;16,661;16,368;15,894;15,481
8990;23/06/2022 09:00:00;16,664;16,369;15,897;15,484
8991;23/06/2022 09:15:00;16,667;16,372;15,901;15,488
8992;23/06/2022 09:30:00;16,67;16,375;15,904;15,491
8993;23/06/2022 09:45:00;16,673;16,378;15,907;15,494
8994;23/06/2022 10:00:00;16,676;16,379;15,91;15,499
8995;23/06/2022 10:15:00;16,679;16,382;15,913;15,502
8996;23/06/2022 10:30:00;16,682;16,385;15,918;15,505
8997;23/06/2022 10:45:00;16,685;16,387;15,921;15,509
8998;23/06/2022 11:00:00;16,688;16,39;15,924;15,512
8999;23/06/2022 11:15:00;16,692;16,393;15,927;15,515
9000;23/06/2022 11:30:00;16,695;16,394;15,93;15,518
9001;23/06/2022 11:45:00;16,698;16,397;15,933;15,523
9002;23/06/2022 12:00:00;16,702;16,4;15,936;15,525
9003;23/06/2022 12:15:00;16,707;16,402;15,939;15,528
9004;23/06/2022 12:30:00;16,71;16,405;15,942;15,531
9005;23/06/2022 12:45:00;16,714;16,408;15,944;15,534
9006;23/06/2022 13:00:00;16,719;16,411;15,947;15,537
9007;23/06/2022 13:15:00;16,723;16,414;15,95;15,54
9008;23/06/2022 13:30:00;16,729;16,417;15,953;15,545
9009;23/06/2022 13:45:00;16,734;16,42;15,956;15,548
9010;23/06/2022 14:00:00;16,738;16,424;15,959;15,551
9011;23/06/2022 14:15:00;16,744;16,427;15,962;15,554
9012;23/06/2022 14:30:00;16,749;16,43;15,965;15,557
9013;23/06/2022 14:45:00;16,755;16,435;15,968;15,56
9014;23/06/2022 15:00:00;16,761;16,438;15,971;15,563
9015;23/06/2022 15:15:00;16,765;16,442;15,974;15,566
9016;23/06/2022 15:30:00;16,771;16,445;15,977;15,569
9017;23/06/2022 15:45:00;16,777;16,449;15,98;15,57
9018;23/06/2022 16:00:00;16,783;16,454;15,985;15,573
9019;23/06/2022 16:15:00;16,789;16,458;15,988;15,576
9020;23/06/2022 16:30:00;16,795;16,463;15,991;15,579
9021;23/06/2022 16:45:00;16,801;16,467;15,994;15,582
9022;23/06/2022 17:00:00;16,805;16,472;15,997;15,585
9023;23/06/2022 17:15:00;16,811;16,476;16,001;15,588
9024;23/06/2022 17:30:00;16,817;16,481;16,004;15,591
9025;23/06/2022 17:45:00;16,822;16,485;16,007;15,594
9026;23/06/2022 18:00:00;16,826;16,49;16,012;15,597
9027;23/06/2022 18:15:00;16,83;16,496;16,015;15,6
9028;23/06/2022 18:30:00;16,835;16,5;16,019;15,603
9029;23/06/2022 18:45:00;16,839;16,505;16,022;15,606
9030;23/06/2022 19:00:00;16,844;16,509;16,026;15,609
