T3-475;Date;T-10 (øC);T-20 (øC);T-30 (øC);T-40 (øC)
3547;27/04/2022 16:15:00;11,388;11,39;11,396;11,32
3548;27/04/2022 16:30:00;11,384;11,38;11,39;11,318
3549;27/04/2022 16:45:00;11,379;11,373;11,385;11,315
3550;27/04/2022 17:00:00;11,374;11,364;11,379;11,314
3551;27/04/2022 17:15:00;11,371;11,358;11,373;11,311
3552;27/04/2022 17:30:00;11,368;11,35;11,367;11,307
3553;27/04/2022 17:45:00;11,367;11,344;11,361;11,306
3554;27/04/2022 18:00:00;11,367;11,338;11,356;11,303
3555;27/04/2022 18:15:00;11,367;11,333;11,35;11,3
3556;27/04/2022 18:30:00;11,367;11,329;11,346;11,297
3557;27/04/2022 18:45:00;11,368;11,324;11,339;11,294
3558;27/04/2022 19:00:00;11,37;11,321;11,335;11,291
3559;27/04/2022 19:15:00;11,373;11,318;11,33;11,289
3560;27/04/2022 19:30:00;11,377;11,317;11,326;11,286
3561;27/04/2022 19:45:00;11,382;11,317;11,321;11,283
3562;27/04/2022 20:00:00;11,387;11,317;11,318;11,28
3563;27/04/2022 20:15:00;11,393;11,317;11,315;11,277
3564;27/04/2022 20:30:00;11,399;11,318;11,312;11,274
3565;27/04/2022 20:45:00;11,406;11,32;11,309;11,271
3566;27/04/2022 21:00:00;11,414;11,323;11,306;11,269
3567;27/04/2022 21:15:00;11,423;11,327;11,304;11,266
3568;27/04/2022 21:30:00;11,431;11,33;11,303;11,263
3569;27/04/2022 21:45:00;11,44;11,336;11,301;11,26
3570;27/04/2022 22:00:00;11,45;11,341;11,301;11,259
3571;27/04/2022 22:15:00;11,46;11,347;11,3;11,256
3572;27/04/2022 22:30:00;11,47;11,355;11,3;11,254
3573;27/04/2022 22:45:00;11,481;11,362;11,301;11,253
3574;27/04/2022 23:00:00;11,491;11,37;11,301;11,251
3575;27/04/2022 23:15:00;11,502;11,377;11,303;11,248
3576;27/04/2022 23:30:00;11,514;11,387;11,304;11,247
3577;27/04/2022 23:45:00;11,525;11,396;11,306;11,247
3578;28/04/2022 00:00:00;11,535;11,406;11,309;11,245
3579;28/04/2022 00:15:00;11,548;11,415;11,311;11,244
3580;28/04/2022 00:30:00;11,558;11,426;11,314;11,244
3581;28/04/2022 00:45:00;11,569;11,437;11,318;11,242
3582;28/04/2022 01:00:00;11,579;11,447;11,321;11,242
3583;28/04/2022 01:15:00;11,59;11,458;11,326;11,242
3584;28/04/2022 01:30:00;11,601;11,469;11,33;11,242
3585;28/04/2022 01:45:00;11,611;11,479;11,335;11,242
3586;28/04/2022 02:00:00;11,622;11,49;11,339;11,242
3587;28/04/2022 02:15:00;11,631;11,501;11,344;11,242
3588;28/04/2022 02:30:00;11,64;11,511;11,349;11,244
3589;28/04/2022 02:45:00;11,649;11,522;11,355;11,244
3590;28/04/2022 03:00:00;11,658;11,532;11,359;11,245
3591;28/04/2022 03:15:00;11,666;11,543;11,365;11,245
3592;28/04/2022 03:30:00;11,674;11,552;11,371;11,247
3593;28/04/2022 03:45:00;11,681;11,563;11,377;11,248
3594;28/04/2022 04:00:00;11,689;11,572;11,382;11,25
3595;28/04/2022 04:15:00;11,695;11,581;11,388;11,251
3596;28/04/2022 04:30:00;11,699;11,589;11,394;11,254
3597;28/04/2022 04:45:00;11,705;11,598;11,4;11,256
3598;28/04/2022 05:00:00;11,71;11,605;11,406;11,257
3599;28/04/2022 05:15:00;11,713;11,613;11,411;11,26
3600;28/04/2022 05:30:00;11,718;11,619;11,417;11,262
3601;28/04/2022 05:45:00;11,719;11,625;11,423;11,265
3602;28/04/2022 06:00:00;11,722;11,631;11,428;11,266
3603;28/04/2022 06:15:00;11,724;11,636;11,434;11,269
3604;28/04/2022 06:30:00;11,724;11,64;11,438;11,271
3605;28/04/2022 06:45:00;11,725;11,645;11,443;11,274
3606;28/04/2022 07:00:00;11,725;11,648;11,447;11,277
3607;28/04/2022 07:15:00;11,724;11,651;11,452;11,279
3608;28/04/2022 07:30:00;11,722;11,654;11,456;11,282
3609;28/04/2022 07:45:00;11,721;11,655;11,46;11,285
3610;28/04/2022 08:00:00;11,718;11,657;11,464;11,288
3611;28/04/2022 08:15:00;11,715;11,657;11,467;11,289
3612;28/04/2022 08:30:00;11,71;11,657;11,47;11,292
3613;28/04/2022 08:45:00;11,705;11,655;11,473;11,295
3614;28/04/2022 09:00:00;11,701;11,655;11,476;11,297
3615;28/04/2022 09:15:00;11,696;11,654;11,478;11,3
3616;28/04/2022 09:30:00;11,69;11,651;11,479;11,301
3617;28/04/2022 09:45:00;11,684;11,648;11,481;11,304
3618;28/04/2022 10:00:00;11,677;11,645;11,482;11,306
3619;28/04/2022 10:15:00;11,669;11,64;11,484;11,309
3620;28/04/2022 10:30:00;11,661;11,636;11,484;11,311
3621;28/04/2022 10:45:00;11,654;11,631;11,485;11,312
3622;28/04/2022 11:00:00;11,645;11,625;11,485;11,314
3623;28/04/2022 11:15:00;11,637;11,62;11,484;11,315
3624;28/04/2022 11:30:00;11,628;11,613;11,484;11,317
3625;28/04/2022 11:45:00;11,619;11,607;11,482;11,318
3626;28/04/2022 12:00:00;11,608;11,599;11,482;11,32
3627;28/04/2022 12:15:00;11,599;11,593;11,481;11,321
3628;28/04/2022 12:30:00;11,59;11,584;11,478;11,323
3629;28/04/2022 12:45:00;11,581;11,576;11,476;11,323
3630;28/04/2022 13:00:00;11,57;11,569;11,475;11,324
3631;28/04/2022 13:15:00;11,561;11,56;11,472;11,324
3632;28/04/2022 13:30:00;11,552;11,552;11,469;11,324
3633;28/04/2022 13:45:00;11,542;11,543;11,466;11,326
3634;28/04/2022 14:00:00;11,532;11,534;11,463;11,326
3635;28/04/2022 14:15:00;11,523;11,525;11,46;11,326
3636;28/04/2022 14:30:00;11,516;11,516;11,455;11,326
3637;28/04/2022 14:45:00;11,507;11,508;11,452;11,326
3638;28/04/2022 15:00:00;11,499;11,499;11,447;11,324
3639;28/04/2022 15:15:00;11,491;11,49;11,443;11,324
3640;28/04/2022 15:30:00;11,484;11,481;11,438;11,323
3641;28/04/2022 15:45:00;11,476;11,473;11,434;11,323
3642;28/04/2022 16:00:00;11,47;11,464;11,431;11,321
3643;28/04/2022 16:15:00;11,464;11,456;11,425;11,321
3644;28/04/2022 16:30:00;11,46;11,449;11,42;11,32
3645;28/04/2022 16:45:00;11,455;11,441;11,415;11,318
3646;28/04/2022 17:00:00;11,45;11,434;11,411;11,317
3647;28/04/2022 17:15:00;11,446;11,428;11,406;11,315
3648;28/04/2022 17:30:00;11,443;11,422;11,402;11,314
3649;28/04/2022 17:45:00;11,44;11,415;11,397;11,312
3650;28/04/2022 18:00:00;11,438;11,409;11,393;11,311
3651;28/04/2022 18:15:00;11,437;11,405;11,388;11,309
3652;28/04/2022 18:30:00;11,437;11,4;11,384;11,306
3653;28/04/2022 18:45:00;11,437;11,396;11,379;11,304
3654;28/04/2022 19:00:00;11,437;11,393;11,376;11,303
3655;28/04/2022 19:15:00;11,437;11,39;11,371;11,3
3656;28/04/2022 19:30:00;11,438;11,387;11,367;11,298
3657;28/04/2022 19:45:00;11,441;11,385;11,364;11,297
3658;28/04/2022 20:00:00;11,438;11,379;11,356;11,289
3659;28/04/2022 20:15:00;11,441;11,379;11,353;11,288
3660;28/04/2022 20:30:00;11,446;11,379;11,35;11,286
3661;28/04/2022 20:45:00;11,45;11,379;11,347;11,285
3662;28/04/2022 21:00:00;11,455;11,38;11,346;11,282
3663;28/04/2022 21:15:00;11,461;11,382;11,344;11,28
3664;28/04/2022 21:30:00;11,466;11,384;11,342;11,279
3665;28/04/2022 21:45:00;11,472;11,387;11,341;11,277
3666;28/04/2022 22:00:00;11,479;11,39;11,339;11,276
3667;28/04/2022 22:15:00;11,485;11,393;11,338;11,274
3668;28/04/2022 22:30:00;11,493;11,397;11,338;11,272
3669;28/04/2022 22:45:00;11,501;11,402;11,338;11,271
3670;28/04/2022 23:00:00;11,508;11,406;11,338;11,269
3671;28/04/2022 23:15:00;11,516;11,412;11,338;11,268
3672;28/04/2022 23:30:00;11,523;11,418;11,338;11,266
3673;28/04/2022 23:45:00;11,531;11,425;11,339;11,265
3674;29/04/2022 00:00:00;11,54;11,431;11,341;11,263
3675;29/04/2022 00:15:00;11,548;11,437;11,342;11,263
3676;29/04/2022 00:30:00;11,555;11,444;11,344;11,262
3677;29/04/2022 00:45:00;11,564;11,45;11,346;11,262
3678;29/04/2022 01:00:00;11,572;11,458;11,347;11,262
3679;29/04/2022 01:15:00;11,579;11,466;11,35;11,26
3680;29/04/2022 01:30:00;11,589;11,473;11,353;11,26
3681;29/04/2022 01:45:00;11,596;11,481;11,355;11,26
3682;29/04/2022 02:00:00;11,604;11,488;11,358;11,26
3683;29/04/2022 02:15:00;11,611;11,496;11,361;11,26
3684;29/04/2022 02:30:00;11,617;11,504;11,364;11,26
3685;29/04/2022 02:45:00;11,625;11,511;11,368;11,26
3686;29/04/2022 03:00:00;11,631;11,519;11,371;11,262
3687;29/04/2022 03:15:00;11,637;11,525;11,374;11,262
3688;29/04/2022 03:30:00;11,643;11,532;11,379;11,262
3689;29/04/2022 03:45:00;11,649;11,54;11,382;11,263
3690;29/04/2022 04:00:00;11,655;11,546;11,387;11,265
3691;29/04/2022 04:15:00;11,66;11,552;11,39;11,265
3692;29/04/2022 04:30:00;11,665;11,558;11,394;11,266
3693;29/04/2022 04:45:00;11,669;11,564;11,399;11,268
3694;29/04/2022 05:00:00;11,672;11,57;11,402;11,269
3695;29/04/2022 05:15:00;11,677;11,576;11,406;11,269
3696;29/04/2022 05:30:00;11,68;11,581;11,409;11,271
3697;29/04/2022 05:45:00;11,681;11,586;11,414;11,272
3698;29/04/2022 06:00:00;11,684;11,59;11,417;11,274
3699;29/04/2022 06:15:00;11,686;11,595;11,422;11,276
3700;29/04/2022 06:30:00;11,687;11,599;11,425;11,279
3701;29/04/2022 06:45:00;11,689;11,602;11,428;11,28
3702;29/04/2022 07:00:00;11,689;11,605;11,432;11,282
3703;29/04/2022 07:15:00;11,69;11,608;11,435;11,283
3704;29/04/2022 07:30:00;11,69;11,61;11,438;11,285
3705;29/04/2022 07:45:00;11,689;11,613;11,441;11,286
3706;29/04/2022 08:00:00;11,689;11,614;11,444;11,289
3707;29/04/2022 08:15:00;11,687;11,616;11,446;11,291
3708;29/04/2022 08:30:00;11,686;11,616;11,449;11,292
3709;29/04/2022 08:45:00;11,684;11,616;11,452;11,294
3710;29/04/2022 09:00:00;11,681;11,617;11,453;11,295
3711;29/04/2022 09:15:00;11,68;11,616;11,455;11,297
3712;29/04/2022 09:30:00;11,677;11,616;11,458;11,298
3713;29/04/2022 09:45:00;11,674;11,614;11,46;11,301
3714;29/04/2022 10:00:00;11,671;11,614;11,46;11,303
3715;29/04/2022 10:15:00;11,666;11,613;11,461;11,304
3716;29/04/2022 10:30:00;11,663;11,61;11,463;11,306
3717;29/04/2022 10:45:00;11,658;11,608;11,464;11,307
3718;29/04/2022 11:00:00;11,654;11,605;11,464;11,309
3719;29/04/2022 11:15:00;11,651;11,602;11,464;11,311
3720;29/04/2022 11:30:00;11,646;11,599;11,466;11,311
3721;29/04/2022 11:45:00;11,642;11,596;11,466;11,312
3722;29/04/2022 12:00:00;11,637;11,593;11,466;11,314
3723;29/04/2022 12:15:00;11,633;11,59;11,466;11,315
3724;29/04/2022 12:30:00;11,628;11,586;11,464;11,315
3725;29/04/2022 12:45:00;11,624;11,581;11,464;11,317
3726;29/04/2022 13:00:00;11,619;11,578;11,463;11,318
3727;29/04/2022 13:15:00;11,614;11,573;11,463;11,318
3728;29/04/2022 13:30:00;11,61;11,569;11,461;11,32
3729;29/04/2022 13:45:00;11,607;11,564;11,46;11,32
3730;29/04/2022 14:00:00;11,602;11,561;11,458;11,32
3731;29/04/2022 14:15:00;11,599;11,557;11,456;11,321
3732;29/04/2022 14:30:00;11,596;11,552;11,455;11,321
3733;29/04/2022 14:45:00;11,595;11,549;11,453;11,321
3734;29/04/2022 15:00:00;11,592;11,545;11,452;11,321
3735;29/04/2022 15:15:00;11,59;11,542;11,45;11,321
3736;29/04/2022 15:30:00;11,59;11,538;11,449;11,321
3737;29/04/2022 15:45:00;11,589;11,535;11,447;11,321
3738;29/04/2022 16:00:00;11,589;11,532;11,446;11,321
3739;29/04/2022 16:15:00;11,59;11,529;11,443;11,321
3740;29/04/2022 16:30:00;11,59;11,528;11,441;11,321
3741;29/04/2022 16:45:00;11,593;11,526;11,44;11,321
3742;29/04/2022 17:00:00;11,595;11,525;11,438;11,321
3743;29/04/2022 17:15:00;11,598;11,523;11,437;11,32
3744;29/04/2022 17:30:00;11,602;11,523;11,435;11,32
3745;29/04/2022 17:45:00;11,607;11,523;11,434;11,32
3746;29/04/2022 18:00:00;11,611;11,523;11,432;11,32
3747;29/04/2022 18:15:00;11,617;11,525;11,432;11,318
3748;29/04/2022 18:30:00;11,625;11,526;11,431;11,318
3749;29/04/2022 18:45:00;11,633;11,529;11,431;11,318
3750;29/04/2022 19:00:00;11,642;11,532;11,429;11,317
3751;29/04/2022 19:15:00;11,651;11,535;11,429;11,317
3752;29/04/2022 19:30:00;11,66;11,54;11,429;11,317
3753;29/04/2022 19:45:00;11,671;11,546;11,431;11,317
3754;29/04/2022 20:00:00;11,683;11,551;11,431;11,315
3755;29/04/2022 20:15:00;11,695;11,558;11,432;11,315
3756;29/04/2022 20:30:00;11,707;11,566;11,432;11,315
3757;29/04/2022 20:45:00;11,721;11,573;11,435;11,315
3758;29/04/2022 21:00:00;11,734;11,583;11,437;11,315
3759;29/04/2022 21:15:00;11,748;11,592;11,438;11,315
3760;29/04/2022 21:30:00;11,763;11,601;11,441;11,315
3761;29/04/2022 21:45:00;11,778;11,611;11,444;11,317
3762;29/04/2022 22:00:00;11,795;11,624;11,449;11,317
3763;29/04/2022 22:15:00;11,81;11,634;11,452;11,317
3764;29/04/2022 22:30:00;11,827;11,646;11,456;11,318
3765;29/04/2022 22:45:00;11,843;11,66;11,461;11,318
3766;29/04/2022 23:00:00;11,86;11,672;11,466;11,32
3767;29/04/2022 23:15:00;11,877;11,686;11,472;11,321
3768;29/04/2022 23:30:00;11,893;11,699;11,476;11,323
3769;29/04/2022 23:45:00;11,91;11,715;11,482;11,324
3770;30/04/2022 00:00:00;11,927;11,728;11,49;11,326
3771;30/04/2022 00:15:00;11,943;11,743;11,496;11,327
3772;30/04/2022 00:30:00;11,959;11,757;11,502;11,329
3773;30/04/2022 00:45:00;11,975;11,772;11,51;11,332
3774;30/04/2022 01:00:00;11,99;11,787;11,517;11,333
3775;30/04/2022 01:15:00;12,006;11,801;11,525;11,336
3776;30/04/2022 01:30:00;12,021;11,816;11,532;11,339
3777;30/04/2022 01:45:00;12,034;11,83;11,54;11,342
3778;30/04/2022 02:00:00;12,048;11,845;11,549;11,346
3779;30/04/2022 02:15:00;12,062;11,859;11,557;11,349
3780;30/04/2022 02:30:00;12,074;11,872;11,566;11,352
3781;30/04/2022 02:45:00;12,086;11,886;11,573;11,355
3782;30/04/2022 03:00:00;12,096;11,9;11,583;11,359
3783;30/04/2022 03:15:00;12,107;11,912;11,59;11,362
3784;30/04/2022 03:30:00;12,118;11,924;11,599;11,367
3785;30/04/2022 03:45:00;12,127;11,936;11,608;11,37
3786;30/04/2022 04:00:00;12,136;11,947;11,616;11,374
3787;30/04/2022 04:15:00;12,143;11,957;11,625;11,379
3788;30/04/2022 04:30:00;12,149;11,968;11,633;11,384
3789;30/04/2022 04:45:00;12,155;11,978;11,642;11,388
3790;30/04/2022 05:00:00;12,162;11,987;11,649;11,393
3791;30/04/2022 05:15:00;12,166;11,995;11,657;11,397
3792;30/04/2022 05:30:00;12,169;12,003;11,665;11,402
3793;30/04/2022 05:45:00;12,172;12,01;11,672;11,406
3794;30/04/2022 06:00:00;12,175;12,018;11,68;11,411
3795;30/04/2022 06:15:00;12,177;12,024;11,687;11,415
3796;30/04/2022 06:30:00;12,177;12,028;11,693;11,42
3797;30/04/2022 06:45:00;12,177;12,033;11,701;11,425
3798;30/04/2022 07:00:00;12,175;12,036;11,707;11,429
3799;30/04/2022 07:15:00;12,174;12,039;11,713;11,434
3800;30/04/2022 07:30:00;12,171;12,042;11,719;11,44
3801;30/04/2022 07:45:00;12,168;12,043;11,724;11,444
3802;30/04/2022 08:00:00;12,163;12,043;11,728;11,449
3803;30/04/2022 08:15:00;12,158;12,043;11,733;11,453
3804;30/04/2022 08:30:00;12,152;12,043;11,737;11,458
3805;30/04/2022 08:45:00;12,146;12,042;11,742;11,463
3806;30/04/2022 09:00:00;12,139;12,04;11,745;11,466
3807;30/04/2022 09:15:00;12,131;12,037;11,748;11,47
3808;30/04/2022 09:30:00;12,124;12,034;11,751;11,475
3809;30/04/2022 09:45:00;12,115;12,031;11,754;11,478
3810;30/04/2022 10:00:00;12,106;12,027;11,756;11,482
3811;30/04/2022 10:15:00;12,096;12,021;11,759;11,485
3812;30/04/2022 10:30:00;12,086;12,015;11,759;11,49
3813;30/04/2022 10:45:00;12,075;12,009;11,76;11,493
3814;30/04/2022 11:00:00;12,065;12,003;11,76;11,496
3815;30/04/2022 11:15:00;12,054;11,995;11,76;11,499
3816;30/04/2022 11:30:00;12,042;11,987;11,76;11,502
3817;30/04/2022 11:45:00;12,031;11,98;11,76;11,505
3818;30/04/2022 12:00:00;12,019;11,971;11,759;11,508
3819;30/04/2022 12:15:00;12,007;11,963;11,759;11,51
3820;30/04/2022 12:30:00;11,995;11,953;11,756;11,513
3821;30/04/2022 12:45:00;11,983;11,943;11,754;11,514
3822;30/04/2022 13:00:00;11,971;11,934;11,752;11,516
3823;30/04/2022 13:15:00;11,957;11,924;11,749;11,517
3824;30/04/2022 13:30:00;11,945;11,913;11,746;11,519
3825;30/04/2022 13:45:00;11,933;11,904;11,743;11,52
3826;30/04/2022 14:00:00;11,922;11,893;11,74;11,522
3827;30/04/2022 14:15:00;11,91;11,883;11,737;11,523
3828;30/04/2022 14:30:00;11,898;11,872;11,733;11,523
3829;30/04/2022 14:45:00;11,887;11,862;11,73;11,525
3830;30/04/2022 15:00:00;11,877;11,85;11,725;11,525
3831;30/04/2022 15:15:00;11,866;11,839;11,721;11,525
3832;30/04/2022 15:30:00;11,857;11,83;11,716;11,525
3833;30/04/2022 15:45:00;11,847;11,819;11,712;11,525
3834;30/04/2022 16:00:00;11,837;11,809;11,705;11,525
3835;30/04/2022 16:15:00;11,83;11,798;11,701;11,525
3836;30/04/2022 16:30:00;11,822;11,789;11,696;11,525
3837;30/04/2022 16:45:00;11,815;11,78;11,69;11,523
3838;30/04/2022 17:00:00;11,807;11,771;11,686;11,523
3839;30/04/2022 17:15:00;11,801;11,762;11,681;11,522
3840;30/04/2022 17:30:00;11,796;11,754;11,675;11,52
3841;30/04/2022 17:45:00;11,792;11,746;11,671;11,519
3842;30/04/2022 18:00:00;11,787;11,739;11,665;11,519
3843;30/04/2022 18:15:00;11,784;11,731;11,66;11,517
3844;30/04/2022 18:30:00;11,781;11,725;11,655;11,516
3845;30/04/2022 18:45:00;11,78;11,719;11,651;11,514
3846;30/04/2022 19:00:00;11,78;11,715;11,646;11,513
3847;30/04/2022 19:15:00;11,78;11,71;11,642;11,511
3848;30/04/2022 19:30:00;11,781;11,707;11,637;11,508
3849;30/04/2022 19:45:00;11,783;11,704;11,633;11,507
3850;30/04/2022 20:00:00;11,784;11,701;11,63;11,505
3851;30/04/2022 20:15:00;11,787;11,699;11,625;11,504
3852;30/04/2022 20:30:00;11,79;11,698;11,622;11,502
3853;30/04/2022 20:45:00;11,795;11,698;11,619;11,501
3854;30/04/2022 21:00:00;11,8;11,698;11,616;11,497
3855;30/04/2022 21:15:00;11,806;11,699;11,613;11,496
3856;30/04/2022 21:30:00;11,812;11,701;11,611;11,494
3857;30/04/2022 21:45:00;11,818;11,704;11,61;11,493
3858;30/04/2022 22:00:00;11,824;11,705;11,608;11,491
3859;30/04/2022 22:15:00;11,831;11,71;11,607;11,49
3860;30/04/2022 22:30:00;11,839;11,713;11,605;11,488
3861;30/04/2022 22:45:00;11,847;11,718;11,605;11,487
3862;30/04/2022 23:00:00;11,854;11,722;11,605;11,485
3863;30/04/2022 23:15:00;11,863;11,728;11,605;11,484
3864;30/04/2022 23:30:00;11,871;11,734;11,605;11,484
3865;30/04/2022 23:45:00;11,88;11,74;11,605;11,482
3866;01/05/2022 00:00:00;11,889;11,746;11,607;11,481
3867;01/05/2022 00:15:00;11,897;11,754;11,608;11,481
3868;01/05/2022 00:30:00;11,906;11,76;11,61;11,481
3869;01/05/2022 00:45:00;11,915;11,768;11,611;11,479
3870;01/05/2022 01:00:00;11,922;11,775;11,614;11,479
3871;01/05/2022 01:15:00;11,93;11,783;11,616;11,479
3872;01/05/2022 01:30:00;11,939;11,79;11,619;11,479
3873;01/05/2022 01:45:00;11,947;11,798;11,622;11,479
3874;01/05/2022 02:00:00;11,953;11,806;11,625;11,479
3875;01/05/2022 02:15:00;11,96;11,813;11,628;11,479
3876;01/05/2022 02:30:00;11,966;11,821;11,631;11,479
3877;01/05/2022 02:45:00;11,972;11,827;11,634;11,481
3878;01/05/2022 03:00:00;11,978;11,834;11,639;11,481
3879;01/05/2022 03:15:00;11,983;11,842;11,642;11,482
3880;01/05/2022 03:30:00;11,989;11,848;11,646;11,482
3881;01/05/2022 03:45:00;11,993;11,854;11,649;11,484
3882;01/05/2022 04:00:00;11,997;11,86;11,654;11,485
3883;01/05/2022 04:15:00;12;11,866;11,657;11,487
3884;01/05/2022 04:30:00;12,003;11,872;11,661;11,488
3885;01/05/2022 04:45:00;12,004;11,877;11,665;11,49
3886;01/05/2022 05:00:00;12,007;11,881;11,669;11,491
3887;01/05/2022 05:15:00;12,007;11,886;11,672;11,493
3888;01/05/2022 05:30:00;12,009;11,89;11,677;11,494
3889;01/05/2022 05:45:00;12,009;11,893;11,68;11,496
3890;01/05/2022 06:00:00;12,007;11,897;11,683;11,497
3891;01/05/2022 06:15:00;12,006;11,9;11,686;11,499
3892;01/05/2022 06:30:00;12,004;11,903;11,69;11,501
3893;01/05/2022 06:45:00;12,003;11,904;11,692;11,502
3894;01/05/2022 07:00:00;12;11,904;11,695;11,505
3895;01/05/2022 07:15:00;11,995;11,906;11,698;11,507
3896;01/05/2022 07:30:00;11,99;11,906;11,701;11,508
3897;01/05/2022 07:45:00;11,986;11,904;11,702;11,51
3898;01/05/2022 08:00:00;11,981;11,904;11,705;11,511
3899;01/05/2022 08:15:00;11,975;11,903;11,707;11,514
3900;01/05/2022 08:30:00;11,969;11,901;11,709;11,516
3901;01/05/2022 08:45:00;11,963;11,898;11,71;11,517
3902;01/05/2022 09:00:00;11,956;11,895;11,71;11,519
3903;01/05/2022 09:15:00;11,948;11,892;11,712;11,52
3904;01/05/2022 09:30:00;11,939;11,889;11,712;11,522
3905;01/05/2022 09:45:00;11,931;11,884;11,713;11,523
3906;01/05/2022 10:00:00;11,922;11,878;11,713;11,525
3907;01/05/2022 10:15:00;11,913;11,874;11,713;11,526
3908;01/05/2022 10:30:00;11,904;11,868;11,712;11,528
3909;01/05/2022 10:45:00;11,893;11,862;11,712;11,528
3910;01/05/2022 11:00:00;11,884;11,856;11,71;11,529
3911;01/05/2022 11:15:00;11,874;11,848;11,709;11,531
3912;01/05/2022 11:30:00;11,863;11,842;11,707;11,531
3913;01/05/2022 11:45:00;11,853;11,834;11,705;11,532
3914;01/05/2022 12:00:00;11,843;11,825;11,704;11,532
3915;01/05/2022 12:15:00;11,833;11,818;11,701;11,534
3916;01/05/2022 12:30:00;11,822;11,809;11,698;11,534
3917;01/05/2022 12:45:00;11,812;11,801;11,696;11,534
3918;01/05/2022 13:00:00;11,803;11,792;11,693;11,534
3919;01/05/2022 13:15:00;11,792;11,784;11,689;11,534
3920;01/05/2022 13:30:00;11,783;11,775;11,686;11,534
3921;01/05/2022 13:45:00;11,774;11,768;11,683;11,534
3922;01/05/2022 14:00:00;11,765;11,759;11,68;11,534
3923;01/05/2022 14:15:00;11,757;11,749;11,675;11,532
3924;01/05/2022 14:30:00;11,749;11,742;11,671;11,532
3925;01/05/2022 14:45:00;11,742;11,733;11,668;11,532
3926;01/05/2022 15:00:00;11,734;11,724;11,663;11,531
3927;01/05/2022 15:15:00;11,727;11,716;11,658;11,529
3928;01/05/2022 15:30:00;11,721;11,707;11,654;11,529
3929;01/05/2022 15:45:00;11,716;11,699;11,649;11,528
3930;01/05/2022 16:00:00;11,71;11,692;11,645;11,526
3931;01/05/2022 16:15:00;11,705;11,684;11,64;11,525
3932;01/05/2022 16:30:00;11,702;11,678;11,636;11,523
3933;01/05/2022 16:45:00;11,699;11,672;11,631;11,522
3934;01/05/2022 17:00:00;11,696;11,666;11,627;11,52
3935;01/05/2022 17:15:00;11,695;11,66;11,622;11,519
3936;01/05/2022 17:30:00;11,693;11,655;11,617;11,517
3937;01/05/2022 17:45:00;11,693;11,651;11,613;11,516
3938;01/05/2022 18:00:00;11,693;11,646;11,608;11,513
3939;01/05/2022 18:15:00;11,695;11,642;11,604;11,511
3940;01/05/2022 18:30:00;11,696;11,639;11,601;11,51
3941;01/05/2022 18:45:00;11,699;11,637;11,596;11,507
3942;01/05/2022 19:00:00;11,702;11,636;11,593;11,505
3943;01/05/2022 19:15:00;11,707;11,634;11,59;11,504
3944;01/05/2022 19:30:00;11,712;11,634;11,587;11,501
3945;01/05/2022 19:45:00;11,716;11,633;11,584;11,499
3946;01/05/2022 20:00:00;11,722;11,634;11,581;11,497
3947;01/05/2022 20:15:00;11,728;11,636;11,579;11,494
3948;01/05/2022 20:30:00;11,736;11,637;11,576;11,493
3949;01/05/2022 20:45:00;11,743;11,64;11,575;11,491
3950;01/05/2022 21:00:00;11,751;11,643;11,573;11,49
3951;01/05/2022 21:15:00;11,76;11,646;11,572;11,488
