case,pm,gradient,model,t_s,value
TH2,PM3,0.15,6,37065.6,1.11
TH2,PM3,0.15,6,37497.6,1.11
TH2,PM3,0.15,6,37929.6,1.11
TH2,PM3,0.15,6,38448,1.11
TH2,PM3,0.15,6,38880,1.11
TH2,PM3,0.15,6,39312,1.11
TH2,PM3,0.15,6,39744,1.11
TH2,PM3,0.15,6,40262.4,1.11
TH2,PM3,0.15,6,40694.4,1.11
TH2,PM3,0.15,6,41126.4,1.11
TH2,PM3,0.15,6,41558.4,1.11
TH2,PM3,0.15,6,42076.8,1.11
TH2,PM3,0.15,6,42508.8,1.11
TH2,PM3,0.15,6,42940.8,1.11
TH2,PM3,0.15,6,44928,1.11
TH2,PM3,0.15,6,49248,1.11
TH2,PM3,0.15,6,54432,1.11
TH2,PM3,0.15,6,58752,1.11
TH2,PM3,0.15,6,63072,1.11
TH2,PM3,0.15,6,67392,1.11
TH2,PM3,0.15,6,72576,1.11
TH2,PM3,0.15,6,76896,1.11
TH2,PM3,0.15,6,81216,1.11
TH2,PM3,0.15,6,85536,1.11
TH2,PM3,0.15,6,90720,1.11
TH2,PM3,0.15,6,95040,1.11
TH2,PM3,0.15,6,99360,1.11
TH2,PM3,0.15,6,103680,1.11
TH2,PM3,0.15,6,108864,1.11
TH2,PM3,0.15,6,113184,1.11
TH2,PM3,0.15,6,117504,1.11
TH2,PM3,0.15,6,121824,1.11
TH2,PM3,0.15,6,127008,1.11
TH2,PM3,0.15,6,131328,1.11
TH2,PM3,0.15,6,135648,1.11
TH2,PM3,0.15,6,139968,1.11
TH2,PM3,0.15,6,145152,1.11
TH2,PM3,0.15,6,149472,1.11
TH2,PM3,0.15,6,153792,1.11
TH2,PM3,0.15,6,158112,1.11
TH2,PM3,0.15,6,163296,1.11
TH2,PM3,0.15,6,167616,1.11
TH2,PM3,0.15,6,171936,1.11
TH2,PM3,0.15,7,0,1.07094
TH2,PM3,0.15,7,864,1.07144
TH2,PM3,0.15,7,1728,1.0726
TH2,PM3,0.15,7,2592,1.07382
TH2,PM3,0.15,7,3456,1.07509
TH2,PM3,0.15,7,4320,1.07639
TH2,PM3,0.15,7,5184,1.07773
TH2,PM3,0.15,7,6048,1.079
TH2,PM3,0.15,7,6912,1.08031
TH2,PM3,0.15,7,7776,1.08162
TH2,PM3,0.15,7,8640,1.08292
TH2,PM3,0.15,7,9504,1.08412
TH2,PM3,0.15,7,10368,1.08537
TH2,PM3,0.15,7,11232,1.08662
TH2,PM3,0.15,7,12096,1.08781
TH2,PM3,0.15,7,12960,1.089
TH2,PM3,0.15,7,13824,1.09016
TH2,PM3,0.15,7,14688,1.09126
TH2,PM3,0.15,7,15552,1.09228
TH2,PM3,0.15,7,16416,1.09336
TH2,PM3,0.15,7,17280,1.09446
TH2,PM3,0.15,7,18144,1.09552
TH2,PM3,0.15,7,19008,1.09655
TH2,PM3,0.15,7,19872,1.09766
TH2,PM3,0.15,7,20736,1.09862
TH2,PM3,0.15,7,21600,1.09955
TH2,PM3,0.15,7,22464,1.10052
TH2,PM3,0.15,7,23328,1.10151
TH2,PM3,0.15,7,24192,1.10231
TH2,PM3,0.15,7,25056,1.10319
TH2,PM3,0.15,7,25920,1.10405
TH2,PM3,0.15,7,26784,1.10484
TH2,PM3,0.15,7,27648,1.1055
TH2,PM3,0.15,7,28512,1.10622
TH2,PM3,0.15,7,29376,1.10697
TH2,PM3,0.15,7,30240,1.10767
TH2,PM3,0.15,7,31104,1.10816
TH2,PM3,0.15,7,31968,1.10868
TH2,PM3,0.15,7,32832,1.10918
TH2,PM3,0.15,7,33696,1.10965
TH2,PM3,0.15,7,34560,1.11
TH2,PM3,0.15,7,35424,1.11
TH2,PM3,0.15,7,36288,1.11
TH2,PM3,0.15,7,37152,1.11
TH2,PM3,0.15,7,38016,1.11
TH2,PM3,0.15,7,38880,1.11
TH2,PM3,0.15,7,39744,1.11
TH2,PM3,0.15,7,40608,1.11
TH2,PM3,0.15,7,41472,1.11
TH2,PM3,0.15,7,42336,1.11
TH2,PM3,0.15,7,43200,1.11
TH2,PM3,0.15,7,44064,1.11
TH2,PM3,0.15,7,44928,1.11
TH2,PM3,0.15,7,45792,1.11
TH2,PM3,0.15,7,46656,1.11
TH2,PM3,0.15,7,47520,1.11
TH2,PM3,0.15,7,48384,1.11
TH2,PM3,0.15,7,49248,1.11
TH2,PM3,0.15,7,50112,1.11
TH2,PM3,0.15,7,50976,1.11
TH2,PM3,0.15,7,51840,1.11
TH2,PM3,0.15,7,52704,1.11
TH2,PM3,0.15,7,53568,1.11
TH2,PM3,0.15,7,54432,1.11
TH2,PM3,0.15,7,55296,1.11
TH2,PM3,0.15,7,56160,1.11
TH2,PM3,0.15,7,57024,1.11
TH2,PM3,0.15,7,57888,1.11
TH2,PM3,0.15,7,58752,1.11
TH2,PM3,0.15,7,59616,1.11
TH2,PM3,0.15,7,60480,1.11
TH2,PM3,0.15,7,61344,1.11
TH2,PM3,0.15,7,62208,1.11
TH2,PM3,0.15,7,63072,1.11
TH2,PM3,0.15,7,63936,1.11
TH2,PM3,0.15,7,64800,1.11
TH2,PM3,0.15,7,65664,1.11
TH2,PM3,0.15,7,66528,1.11
TH2,PM3,0.15,7,67392,1.11
TH2,PM3,0.15,7,68256,1.11
TH2,PM3,0.15,7,69120,1.11
TH2,PM3,0.15,7,69984,1.11
TH2,PM3,0.15,7,70848,1.11
TH2,PM3,0.15,7,71712,1.11
TH2,PM3,0.15,7,72576,1.11
TH2,PM3,0.15,7,73440,1.11
TH2,PM3,0.15,7,74304,1.11
TH2,PM3,0.15,7,75168,1.11
TH2,PM3,0.15,7,76032,1.11
TH2,PM3,0.15,7,76896,1.11
TH2,PM3,0.15,7,77760,1.11
TH2,PM3,0.15,7,78624,1.11
TH2,PM3,0.15,7,79488,1.11
TH2,PM3,0.15,7,80352,1.11
TH2,PM3,0.15,7,81216,1.11
TH2,PM3,0.15,7,82080,1.11
TH2,PM3,0.15,7,82944,1.11
TH2,PM3,0.15,7,83808,1.11
TH2,PM3,0.15,7,84672,1.11
TH2,PM3,0.15,7,85536,1.11
TH2,PM3,0.15,7,86400,1.11
TH2,PM3,0.15,7,87264,1.11
TH2,PM3,0.15,7,88128,1.11
TH2,PM3,0.15,7,88992,1.11
TH2,PM3,0.15,7,89856,1.11
TH2,PM3,0.15,7,90720,1.11
TH2,PM3,0.15,7,91584,1.11
TH2,PM3,0.15,7,92448,1.11
TH2,PM3,0.15,7,93312,1.11
TH2,PM3,0.15,7,94176,1.11
TH2,PM3,0.15,7,95040,1.11
TH2,PM3,0.15,7,95904,1.11
TH2,PM3,0.15,7,96768,1.11
TH2,PM3,0.15,7,97632,1.11
TH2,PM3,0.15,7,98496,1.11
TH2,PM3,0.15,7,99360,1.11
TH2,PM3,0.15,7,100224,1.11
TH2,PM3,0.15,7,101088,1.11
TH2,PM3,0.15,7,101952,1.11
TH2,PM3,0.15,7,102816,1.11
TH2,PM3,0.15,7,103680,1.11
TH2,PM3,0.15,7,104544,1.11
TH2,PM3,0.15,7,105408,1.11
TH2,PM3,0.15,7,106272,1.11
TH2,PM3,0.15,7,107136,1.11
TH2,PM3,0.15,7,108000,1.11
TH2,PM3,0.15,7,108864,1.11
TH2,PM3,0.15,7,109728,1.11
TH2,PM3,0.15,7,110592,1.11
TH2,PM3,0.15,7,111456,1.11
TH2,PM3,0.15,7,112320,1.11
TH2,PM3,0.15,7,113184,1.11
TH2,PM3,0.15,7,114048,1.11
TH2,PM3,0.15,7,114912,1.11
TH2,PM3,0.15,7,115776,1.11
TH2,PM3,0.15,7,116640,1.11
TH2,PM3,0.15,7,117504,1.11
TH2,PM3,0.15,7,118368,1.11
TH2,PM3,0.15,7,119232,1.11
TH2,PM3,0.15,7,120096,1.11
TH2,PM3,0.15,7,120960,1.11
TH2,PM3,0.15,7,121824,1.11
TH2,PM3,0.15,7,122688,1.11
TH2,PM3,0.15,7,123552,1.11
TH2,PM3,0.15,7,124416,1.11
TH2,PM3,0.15,7,125280,1.11
TH2,PM3,0.15,7,126144,1.11
TH2,PM3,0.15,7,127008,1.11
TH2,PM3,0.15,7,127872,1.11
TH2,PM3,0.15,7,128736,1.11
TH2,PM3,0.15,7,130464,1.11
TH2,PM3,0.15,7,131328,1.11
TH2,PM3,0.15,7,132192,1.11
TH2,PM3,0.15,7,133056,1.11
TH2,PM3,0.15,7,133920,1.11
TH2,PM3,0.15,7,134784,1.11
TH2,PM3,0.15,7,135648,1.11
TH2,PM3,0.15,7,136512,1.11
TH2,PM3,0.15,7,137376,1.11
TH2,PM3,0.15,7,138240,1.11
TH2,PM3,0.15,7,139104,1.11
TH2,PM3,0.15,7,139968,1.11
TH2,PM3,0.15,7,140832,1.11
TH2,PM3,0.15,7,141696,1.11
TH2,PM3,0.15,7,142560,1.11
TH2,PM3,0.15,7,143424,1.11
TH2,PM3,0.15,7,144288,1.11
TH2,PM3,0.15,7,145152,1.11
TH2,PM3,0.15,7,146016,1.11
TH2,PM3,0.15,7,146880,1.11
TH2,PM3,0.15,7,147744,1.11
TH2,PM3,0.15,7,148608,1.11
TH2,PM3,0.15,7,149472,1.11
TH2,PM3,0.15,7,150336,1.11
TH2,PM3,0.15,7,151200,1.11
TH2,PM3,0.15,7,152064,1.11
TH2,PM3,0.15,7,152928,1.11
TH2,PM3,0.15,7,153792,1.11
TH2,PM3,0.15,7,154656,1.11
TH2,PM3,0.15,7,155520,1.11
TH2,PM3,0.15,7,156384,1.11
TH2,PM3,0.15,7,157248,1.11
TH2,PM3,0.15,7,158112,1.11
TH2,PM3,0.15,7,158976,1.11
TH2,PM3,0.15,7,159840,1.11
TH2,PM3,0.15,7,160704,1.11
TH2,PM3,0.15,7,161568,1.11
TH2,PM3,0.15,7,162432,1.11
TH2,PM3,0.15,7,163296,1.11
TH2,PM3,0.15,7,164160,1.11
TH2,PM3,0.15,7,165024,1.11
TH2,PM3,0.15,7,165888,1.11
TH2,PM3,0.15,7,166752,1.11
TH2,PM3,0.15,7,167616,1.11
TH2,PM3,0.15,7,168480,1.11
TH2,PM3,0.15,7,169344,1.11
TH2,PM3,0.15,7,170208,1.11
TH2,PM3,0.15,7,171072,1.11
TH2,PM3,0.15,7,171936,1.11
TH2,PM3,0.15,7,172800,1.11
TH2,PM3,0.15,7,173664,1.11
TH2,PM3,0.15,7,174528,1.11
TH2,PM3,0.15,7,175392,1.11
TH2,PM3,0.15,7,176256,1.11
TH2,PM3,0.15,7,177120,1.11
TH2,PM3,0.15,7,177984,1.11
TH2,PM3,0.15,7,178848,1.11
TH2,PM3,0.15,7,179712,1.11
TH2,PM3,0.15,7,180576,1.11
TH2,PM3,0.15,7,181440,1.11
TH2,PM3,0.15,7,182304,1.11
TH2,PM3,0.15,7,183168,1.11
TH2,PM3,0.15,7,184032,1.11
TH2,PM3,0.15,7,184896,1.11
TH2,PM3,0.15,7,185760,1.11
TH2,PM3,0.15,7,186624,1.11
TH2,PM3,0.15,7,187488,1.11
TH2,PM3,0.15,7,188352,1.11
TH2,PM3,0.15,7,189216,1.11
TH2,PM3,0.15,7,190080,1.11
TH2,PM3,0.15,7,190944,1.11
TH2,PM3,0.15,7,191808,1.11
TH2,PM3,0.15,7,192672,1.11
TH2,PM3,0.15,7,193536,1.11
TH2,PM3,0.15,7,194400,1.11
TH2,PM3,0.15,7,195264,1.11
TH2,PM3,0.15,7,196128,1.11
TH2,PM3,0.15,7,196992,1.11
TH2,PM3,0.15,7,197856,1.11
TH2,PM3,0.15,7,198720,1.11
TH2,PM3,0.15,7,199584,1.11
TH2,PM3,0.15,7,200448,1.11
TH2,PM3,0.15,7,201312,1.11
TH2,PM3,0.15,7,202176,1.11
TH2,PM3,0.15,7,203040,1.11
TH2,PM3,0.15,7,203904,1.11
TH2,PM3,0.15,7,204768,1.11
TH2,PM3,0.15,7,205632,1.11
TH2,PM3,0.15,7,206496,1.11
TH2,PM3,0.15,7,207360,1.11
TH2,PM3,0.15,7,208224,1.11
TH2,PM3,0.15,7,209088,1.11
TH2,PM3,0.15,7,209952,1.11
TH2,PM3,0.15,7,210816,1.11
TH2,PM3,0.15,7,211680,1.11
TH2,PM3,0.15,7,212544,1.11
TH2,PM3,0.15,7,213408,1.11
TH2,PM3,0.15,7,214272,1.11
TH2,PM3,0.15,7,215136,1.11
TH2,PM3,0.15,7,216000,1.11
TH2,PM3,0.15,7,216864,1.11
TH2,PM3,0.15,7,217728,1.11
TH2,PM3,0.15,7,218592,1.11
TH2,PM3,0.15,7,219456,1.11
TH2,PM3,0.15,7,220320,1.11
TH2,PM3,0.15,7,221184,1.11
TH2,PM3,0.15,7,222048,1.11
TH2,PM3,0.15,7,222912,1.11
TH2,PM3,0.15,7,223776,1.11
TH2,PM3,0.15,7,224640,1.11
TH2,PM3,0.15,7,225504,1.11
TH2,PM3,0.15,7,226368,1.11
TH2,PM3,0.15,7,227232,1.11
TH2,PM3,0.15,7,228096,1.11
TH2,PM3,0.15,7,228960,1.11
TH2,PM3,0.15,7,229824,1.11
TH2,PM3,0.15,7,230688,1.11
TH2,PM3,0.15,7,231552,1.11
TH2,PM3,0.15,7,232416,1.11
TH2,PM3,0.15,7,233280,1.11
TH2,PM3,0.15,7,234144,1.11
TH2,PM3,0.15,7,235008,1.11
TH2,PM3,0.15,7,235872,1.11
TH2,PM3,0.15,7,236736,1.11
TH2,PM3,0.15,7,237600,1.11
TH2,PM3,0.15,7,238464,1.11
TH2,PM3,0.15,7,239328,1.11
TH2,PM3,0.15,7,240192,1.11
TH2,PM3,0.15,7,241056,1.11
TH2,PM3,0.15,7,241920,1.11
TH2,PM3,0.15,7,242784,1.11
TH2,PM3,0.15,7,243648,1.11
TH2,PM3,0.15,7,244512,1.11
TH2,PM3,0.15,7,245376,1.11
TH2,PM3,0.15,7,246240,1.11
TH2,PM3,0.15,7,247104,1.11
TH2,PM3,0.15,7,247968,1.11
TH2,PM3,0.15,7,248832,1.11
TH2,PM3,0.15,7,249696,1.11
TH2,PM3,0.15,7,250560,1.11
TH2,PM3,0.15,7,251424,1.11
TH2,PM3,0.15,7,252288,1.11
TH2,PM3,0.15,7,253152,1.11
TH2,PM3,0.15,7,254016,1.11
TH2,PM3,0.15,7,254880,1.11
TH2,PM3,0.15,7,255744,1.11
TH2,PM3,0.15,7,256608,1.11
TH2,PM3,0.15,7,257472,1.11
TH2,PM3,0.15,7,258336,1.11
TH2,PM3,0.15,7,259200,1.11
TH2,PM3,0.15,8,15,1.07114
TH2,PM3,0.15,8,1020,1.07269
TH2,PM3,0.15,8,2025,1.07395
TH2,PM3,0.15,8,3030,1.0753
TH2,PM3,0.15,8,4035,1.07673
TH2,PM3,0.15,8,5025,1.07817
TH2,PM3,0.15,8,6030,1.07961
TH2,PM3,0.15,8,7035,1.08106
TH2,PM3,0.15,8,8040,1.0825
TH2,PM3,0.15,8,9045,1.0839
TH2,PM3,0.15,8,10050,1.08531
TH2,PM3,0.15,8,11055,1.08669
TH2,PM3,0.15,8,12060,1.08804
TH2,PM3,0.15,8,13065,1.08939
TH2,PM3,0.15,8,14055,1.09068
TH2,PM3,0.15,8,15060,1.09198
TH2,PM3,0.15,8,16065,1.09326
TH2,PM3,0.15,8,17070,1.0945
TH2,PM3,0.15,8,18075,1.09574
TH2,PM3,0.15,8,19080,1.09693
TH2,PM3,0.15,8,20085,1.09811
TH2,PM3,0.15,8,21090,1.09925
TH2,PM3,0.15,8,22080,1.10036
TH2,PM3,0.15,8,23085,1.10145
TH2,PM3,0.15,8,24090,1.1025
TH2,PM3,0.15,8,25095,1.10353
TH2,PM3,0.15,8,26100,1.1045
TH2,PM3,0.15,8,27105,1.10544
TH2,PM3,0.15,8,28110,1.10634
TH2,PM3,0.15,8,29115,1.10719
TH2,PM3,0.15,8,30120,1.10798
TH2,PM3,0.15,8,31110,1.10869
TH2,PM3,0.15,8,32115,1.10932
TH2,PM3,0.15,8,33120,1.10983
TH2,PM3,0.15,8,34125,1.11
TH2,PM3,0.15,8,35130,1.11
TH2,PM3,0.15,8,36135,1.11
TH2,PM3,0.15,8,37140,1.11
TH2,PM3,0.15,8,38145,1.11
TH2,PM3,0.15,8,39150,1.11
TH2,PM3,0.15,8,40140,1.11
TH2,PM3,0.15,8,41145,1.11
TH2,PM3,0.15,8,42150,1.11
TH2,PM3,0.15,8,43155,1.11
TH2,PM3,0.15,8,44160,1.11
TH2,PM3,0.15,8,45165,1.11
TH2,PM3,0.15,8,46170,1.11
TH2,PM3,0.15,8,47175,1.11
TH2,PM3,0.15,8,48180,1.11
TH2,PM3,0.15,8,49170,1.11
TH2,PM3,0.15,8,50175,1.11
TH2,PM3,0.15,8,51180,1.11
TH2,PM3,0.15,8,52185,1.11
TH2,PM3,0.15,8,53190,1.11
TH2,PM3,0.15,8,54195,1.11
TH2,PM3,0.15,8,55200,1.11
TH2,PM3,0.15,8,56205,1.11
TH2,PM3,0.15,8,57210,1.11
TH2,PM3,0.15,8,58200,1.11
TH2,PM3,0.15,8,59205,1.11
TH2,PM3,0.15,8,60210,1.11
TH2,PM3,0.15,8,61215,1.11
TH2,PM3,0.15,8,62220,1.11
TH2,PM3,0.15,8,63225,1.11
TH2,PM3,0.15,8,64230,1.11
TH2,PM3,0.15,8,65235,1.11
TH2,PM3,0.15,8,66225,1.11
TH2,PM3,0.15,8,67230,1.11
TH2,PM3,0.15,8,68235,1.11
TH2,PM3,0.15,8,69240,1.11
TH2,PM3,0.15,8,70245,1.11
TH2,PM3,0.15,8,71250,1.11
TH2,PM3,0.15,8,72255,1.11
TH2,PM3,0.15,8,73260,1.11
TH2,PM3,0.15,8,74265,1.11
TH2,PM3,0.15,8,75255,1.11
TH2,PM3,0.15,8,76260,1.11
TH2,PM3,0.15,8,77265,1.11
TH2,PM3,0.15,8,78270,1.11
TH2,PM3,0.15,8,79275,1.11
TH2,PM3,0.15,8,80280,1.11
TH2,PM3,0.15,8,81285,1.11
TH2,PM3,0.15,8,82290,1.11
TH2,PM3,0.15,8,83295,1.11
TH2,PM3,0.15,8,84285,1.11
TH2,PM3,0.15,8,85290,1.11
TH2,PM3,0.15,8,86295,1.11
TH2,PM3,0.15,8,87300,1.11
TH2,PM3,0.15,8,88305,1.11
TH2,PM3,0.15,8,89310,1.11
TH2,PM3,0.15,8,90315,1.11
TH2,PM3,0.15,8,91320,1.11
TH2,PM3,0.15,8,92325,1.11
TH2,PM3,0.15,8,93315,1.11
TH2,PM3,0.15,8,94320,1.11
TH2,PM3,0.15,8,95325,1.11
TH2,PM3,0.15,8,96330,1.11
TH2,PM3,0.15,8,97335,1.11
TH2,PM3,0.15,8,98340,1.11
TH2,PM3,0.15,8,99345,1.11
TH2,PM3,0.15,8,100350,1.11
TH2,PM3,0.15,8,101355,1.11
TH2,PM3,0.15,8,102345,1.11
TH2,PM3,0.15,8,103350,1.11
TH2,PM3,0.15,8,104355,1.11
TH2,PM3,0.15,8,105360,1.11
TH2,PM3,0.15,8,106365,1.11
TH2,PM3,0.15,8,107370,1.11
TH2,PM3,0.15,8,108375,1.11
TH2,PM3,0.15,8,109380,1.11
TH2,PM3,0.15,8,110370,1.11
TH2,PM3,0.15,8,111375,1.11
TH2,PM3,0.15,8,112380,1.11
TH2,PM3,0.15,8,113385,1.11
TH2,PM3,0.15,8,114390,1.11
TH2,PM3,0.15,8,115395,1.11
TH2,PM3,0.15,8,116400,1.11
TH2,PM3,0.15,8,117405,1.11
TH2,PM3,0.15,8,118410,1.11
TH2,PM3,0.15,8,119400,1.11
TH2,PM3,0.15,8,120405,1.11
TH2,PM3,0.15,8,121410,1.11
TH2,PM3,0.15,8,122415,1.11
TH2,PM3,0.15,8,123420,1.11
TH2,PM3,0.15,8,124425,1.11
TH2,PM3,0.15,8,125430,1.11
TH2,PM3,0.15,8,126435,1.11
TH2,PM3,0.15,8,127440,1.11
TH2,PM3,0.15,8,128430,1.11
TH2,PM3,0.15,8,129435,1.11
TH2,PM3,0.15,8,130440,1.11
TH2,PM3,0.15,8,131445,1.11
TH2,PM3,0.15,8,132450,1.11
TH2,PM3,0.15,8,133455,1.11
TH2,PM3,0.15,8,134460,1.11
TH2,PM3,0.15,8,135465,1.11
TH2,PM3,0.15,8,136470,1.11
TH2,PM3,0.15,8,137460,1.11
TH2,PM3,0.15,8,138465,1.11
TH2,PM3,0.15,8,139470,1.11
TH2,PM3,0.15,8,140475,1.11
TH2,PM3,0.15,8,141480,1.11
TH2,PM3,0.15,8,142485,1.11
TH2,PM3,0.15,8,143490,1.11
TH2,PM3,0.15,8,144495,1.11
TH2,PM3,0.15,8,145500,1.11
TH2,PM3,0.15,8,146490,1.11
TH2,PM3,0.15,8,147495,1.11
TH2,PM3,0.15,8,148500,1.11
TH2,PM3,0.15,8,149505,1.11
TH2,PM3,0.15,8,150510,1.11
TH2,PM3,0.15,8,151515,1.11
TH2,PM3,0.15,8,152520,1.11
TH2,PM3,0.15,8,153525,1.11
TH2,PM3,0.15,8,154515,1.11
TH2,PM3,0.15,8,155520,1.11
TH2,PM3,0.15,8,156525,1.11
TH2,PM3,0.15,8,157530,1.11
TH2,PM3,0.15,8,158535,1.11
TH2,PM3,0.15,8,159540,1.11
TH2,PM3,0.15,8,160545,1.11
TH2,PM3,0.15,8,161550,1.11
TH2,PM3,0.15,8,162555,1.11
TH2,PM3,0.15,8,163545,1.11
TH2,PM3,0.15,8,164550,1.11
TH2,PM3,0.15,8,165555,1.11
TH2,PM3,0.15,8,166560,1.11
TH2,PM3,0.15,8,167565,1.11
TH2,PM3,0.15,8,168570,1.11
TH2,PM3,0.15,8,169575,1.11
TH2,PM3,0.15,8,170580,1.11
TH2,PM3,0.15,8,171585,1.11
TH2,PM3,0.15,8,172575,1.11
TH2,PM3,0.15,8,173580,1.11
TH2,PM3,0.15,8,174585,1.11
TH2,PM3,0.15,8,175590,1.11
TH2,PM3,0.15,8,176595,1.11
TH2,PM3,0.15,8,177600,1.11
TH2,PM3,0.15,8,178605,1.11
TH2,PM3,0.15,8,179610,1.11
TH2,PM3,0.15,8,180615,1.11
TH2,PM3,0.15,8,181605,1.11
TH2,PM3,0.15,8,182610,1.11
TH2,PM3,0.15,8,183615,1.11
TH2,PM3,0.15,8,184620,1.11
TH2,PM3,0.15,8,185625,1.11
TH2,PM3,0.15,8,186630,1.11
TH2,PM3,0.15,8,187635,1.11
TH2,PM3,0.15,8,188640,1.11
TH2,PM3,0.15,8,189645,1.11
TH2,PM3,0.15,8,190635,1.11
TH2,PM3,0.15,8,191640,1.11
TH2,PM3,0.15,8,192645,1.11
TH2,PM3,0.15,8,193650,1.11
TH2,PM3,0.15,8,194655,1.11
TH2,PM3,0.15,8,195660,1.11
TH2,PM3,0.15,8,196665,1.11
TH2,PM3,0.15,8,197670,1.11
TH2,PM3,0.15,8,198660,1.11
TH2,PM3,0.15,8,199665,1.11
TH2,PM3,0.15,8,200670,1.11
TH2,PM3,0.15,8,201675,1.11
TH2,PM3,0.15,8,202680,1.11
TH2,PM3,0.15,8,203685,1.11
TH2,PM3,0.15,8,204690,1.11
TH2,PM3,0.15,8,205695,1.11
TH2,PM3,0.15,8,206700,1.11
TH2,PM3,0.15,8,207690,1.11
TH2,PM3,0.15,8,208695,1.11
TH2,PM3,0.15,8,209700,1.11
TH2,PM3,0.15,8,210705,1.11
TH2,PM3,0.15,8,211710,1.11
TH2,PM3,0.15,8,212715,1.11
TH2,PM3,0.15,8,213720,1.11
TH2,PM3,0.15,8,214725,1.11
TH2,PM3,0.15,8,215730,1.11
TH2,PM3,0.15,8,216720,1.11
TH2,PM3,0.15,8,217725,1.11
TH2,PM3,0.15,8,218730,1.11
TH2,PM3,0.15,8,219735,1.11
TH2,PM3,0.15,8,220740,1.11
TH2,PM3,0.15,8,221745,1.11
TH2,PM3,0.15,8,222750,1.11
TH2,PM3,0.15,8,223755,1.11
TH2,PM3,0.15,8,224760,1.11
TH2,PM3,0.15,8,225750,1.11
TH2,PM3,0.15,8,226755,1.11
TH2,PM3,0.15,8,227760,1.11
TH2,PM3,0.15,8,228765,1.11
TH2,PM3,0.15,8,229770,1.11
TH2,PM3,0.15,8,230775,1.11
TH2,PM3,0.15,8,231780,1.11
TH2,PM3,0.15,8,232785,1.11
TH2,PM3,0.15,8,233790,1.11
TH2,PM3,0.15,8,234780,1.11
TH2,PM3,0.15,8,235785,1.11
TH2,PM3,0.15,8,236790,1.11
TH2,PM3,0.15,8,237795,1.11
TH2,PM3,0.15,8,238800,1.11
TH2,PM3,0.15,8,239805,1.11
TH2,PM3,0.15,8,240810,1.11
TH2,PM3,0.15,8,241815,1.11
TH2,PM3,0.15,8,242805,1.11
TH2,PM3,0.15,8,243810,1.11
TH2,PM3,0.15,8,244815,1.11
TH2,PM3,0.15,8,245820,1.11
TH2,PM3,0.15,8,246825,1.11
TH2,PM3,0.15,8,247830,1.11
TH2,PM3,0.15,8,248835,1.11
TH2,PM3,0.15,8,249840,1.11
TH2,PM3,0.15,8,250845,1.11
TH2,PM3,0.15,8,251835,1.11
TH2,PM3,0.15,8,252840,1.11
TH2,PM3,0.15,8,253845,1.11
TH2,PM3,0.15,8,254850,1.11
TH2,PM3,0.15,8,255855,1.11
TH2,PM3,0.15,8,256860,1.11
TH2,PM3,0.15,8,257865,1.11
TH2,PM3,0.15,8,258870,1.11
TH2,PM3,0.15,8,259875,1.11
TH2,PM3,0.15,8,260865,1.11
TH2,PM3,0.15,8,261870,1.11
TH2,PM3,0.15,8,262875,1.11
TH2,PM3,0.15,8,263880,1.11
TH2,PM3,0.15,8,264885,1.11
TH2,PM3,0.15,8,265890,1.11
TH2,PM3,0.15,8,266895,1.11
TH2,PM3,0.15,8,267900,1.11
TH2,PM3,0.15,8,268905,1.11
TH2,PM3,0.15,8,269895,1.11
TH2,PM3,0.15,8,270900,1.11
TH2,PM3,0.15,8,271905,1.11
TH2,PM3,0.15,8,272910,1.11
TH2,PM3,0.15,8,273915,1.11
TH2,PM3,0.15,8,274920,1.11
TH2,PM3,0.15,8,275925,1.11
TH2,PM3,0.15,8,276930,1.11
TH2,PM3,0.15,8,277935,1.11
TH2,PM3,0.15,8,278925,1.11
TH2,PM3,0.15,8,279930,1.11
TH2,PM3,0.15,8,280935,1.11
TH2,PM3,0.15,8,281940,1.11
TH2,PM3,0.15,8,282945,1.11
TH2,PM3,0.15,8,283950,1.11
TH2,PM3,0.15,8,284955,1.11
TH2,PM3,0.15,8,285960,1.11
TH2,PM3,0.15,8,286950,1.11
TH2,PM3,0.15,8,287955,1.11
TH2,PM3,0.15,8,288960,1.11
TH2,PM3,0.15,8,289965,1.11
TH2,PM3,0.15,8,290970,1.11
TH2,PM3,0.15,8,291975,1.11
TH2,PM3,0.15,8,292980,1.11
TH2,PM3,0.15,8,293985,1.11
TH2,PM3,0.15,8,294990,1.11
TH2,PM3,0.15,8,295980,1.11
TH2,PM3,0.15,8,296985,1.11
TH2,PM3,0.15,8,297990,1.11
TH2,PM3,0.15,8,298995,1.11
TH2,PM3,0.15,8,300000,1.11
TH2,PM3,0.15,9,0,1.06846
TH2,PM3,0.15,9,600,1.06972
TH2,PM3,0.15,9,1200,1.07051
TH2,PM3,0.15,9,1800,1.07129
TH2,PM3,0.15,9,2400,1.07207
TH2,PM3,0.15,9,3000,1.07289
TH2,PM3,0.15,9,3600,1.07373
TH2,PM3,0.15,9,4200,1.07459
TH2,PM3,0.15,9,4800,1.07546
TH2,PM3,0.15,9,5400,1.07633
TH2,PM3,0.15,9,6000,1.07721
TH2,PM3,0.15,9,6600,1.0781
TH2,PM3,0.15,9,7200,1.07899
TH2,PM3,0.15,9,7800,1.07987
TH2,PM3,0.15,9,8400,1.08073
TH2,PM3,0.15,9,9000,1.08161
TH2,PM3,0.15,9,9600,1.08249
