case,pm,gradient,model,t_s,value
TH2,PM3,0.15,9,10200,1.08336
TH2,PM3,0.15,9,10800,1.08423
TH2,PM3,0.15,9,11400,1.08508
TH2,PM3,0.15,9,12000,1.08592
TH2,PM3,0.15,9,12600,1.08676
TH2,PM3,0.15,9,13200,1.08762
TH2,PM3,0.15,9,13800,1.08844
TH2,PM3,0.15,9,14400,1.08925
TH2,PM3,0.15,9,15000,1.09007
TH2,PM3,0.15,9,15600,1.09087
TH2,PM3,0.15,9,16200,1.09168
TH2,PM3,0.15,9,16800,1.09246
TH2,PM3,0.15,9,17400,1.09323
TH2,PM3,0.15,9,18000,1.09401
TH2,PM3,0.15,9,18600,1.09477
TH2,PM3,0.15,9,19200,1.09552
TH2,PM3,0.15,9,19800,1.09626
TH2,PM3,0.15,9,20400,1.09699
TH2,PM3,0.15,9,21000,1.09771
TH2,PM3,0.15,9,21600,1.09842
TH2,PM3,0.15,9,22200,1.09912
TH2,PM3,0.15,9,22800,1.0998
TH2,PM3,0.15,9,23400,1.10047
TH2,PM3,0.15,9,24000,1.10114
TH2,PM3,0.15,9,24600,1.10179
TH2,PM3,0.15,9,25200,1.10243
TH2,PM3,0.15,9,25800,1.10305
TH2,PM3,0.15,9,26400,1.10366
TH2,PM3,0.15,9,27000,1.10426
TH2,PM3,0.15,9,27600,1.10483
TH2,PM3,0.15,9,28200,1.10539
TH2,PM3,0.15,9,28800,1.10594
TH2,PM3,0.15,9,29400,1.10646
TH2,PM3,0.15,9,30000,1.10698
TH2,PM3,0.15,9,30600,1.10746
TH2,PM3,0.15,9,31200,1.10793
TH2,PM3,0.15,9,31800,1.10836
TH2,PM3,0.15,9,32400,1.10877
TH2,PM3,0.15,9,33000,1.10914
TH2,PM3,0.15,9,33600,1.10948
TH2,PM3,0.15,9,34200,1.10977
TH2,PM3,0.15,9,34800,1.10998
TH2,PM3,0.15,9,35400,1.11
TH2,PM3,0.15,9,36000,1.11
TH2,PM3,0.15,9,36600,1.11
TH2,PM3,0.15,9,37200,1.11
TH2,PM3,0.15,9,37800,1.11
TH2,PM3,0.15,9,38400,1.11
TH2,PM3,0.15,9,39000,1.11
TH2,PM3,0.15,9,39600,1.11
TH2,PM3,0.15,9,40200,1.11
TH2,PM3,0.15,9,40800,1.11
TH2,PM3,0.15,9,41400,1.11
TH2,PM3,0.15,9,42000,1.11
TH2,PM3,0.15,9,42600,1.11
TH2,PM3,0.15,9,43200,1.11
TH2,PM3,0.15,9,43800,1.11
TH2,PM3,0.15,9,44400,1.11
TH2,PM3,0.15,9,45000,1.11
TH2,PM3,0.15,9,45600,1.11
TH2,PM3,0.15,9,46200,1.11
TH2,PM3,0.15,9,46800,1.11
TH2,PM3,0.15,9,47400,1.11
TH2,PM3,0.15,9,48000,1.11
TH2,PM3,0.15,9,48600,1.11
TH2,PM3,0.15,9,49200,1.11
TH2,PM3,0.15,9,49800,1.11
TH2,PM3,0.15,9,50400,1.11
TH2,PM3,0.15,9,51000,1.11
TH2,PM3,0.15,9,51600,1.11
TH2,PM3,0.15,9,52200,1.11
TH2,PM3,0.15,9,52800,1.11
TH2,PM3,0.15,9,53400,1.11
TH2,PM3,0.15,9,54000,1.11
TH2,PM3,0.15,9,54600,1.11
TH2,PM3,0.15,9,55200,1.11
TH2,PM3,0.15,9,55800,1.11
TH2,PM3,0.15,9,56400,1.11
TH2,PM3,0.15,9,57000,1.11
TH2,PM3,0.15,9,57600,1.11
TH2,PM3,0.15,9,58200,1.11
TH2,PM3,0.15,9,58800,1.11
TH2,PM3,0.15,9,59400,1.11
TH2,PM3,0.15,9,60000,1.11
TH2,PM3,0.15,9,60600,1.11
TH2,PM3,0.15,9,61200,1.11
TH2,PM3,0.15,9,61800,1.11
TH2,PM3,0.15,9,62400,1.11
TH2,PM3,0.15,9,63000,1.11
TH2,PM3,0.15,9,63600,1.11
TH2,PM3,0.15,9,64200,1.11
TH2,PM3,0.15,9,64800,1.11
TH2,PM3,0.15,9,65400,1.11
TH2,PM3,0.15,9,66000,1.11
TH2,PM3,0.15,9,66600,1.11
TH2,PM3,0.15,9,67200,1.11
TH2,PM3,0.15,9,67800,1.11
TH2,PM3,0.15,9,68400,1.11
TH2,PM3,0.15,9,69000,1.11
TH2,PM3,0.15,9,69600,1.11
TH2,PM3,0.15,9,70200,1.11
TH2,PM3,0.15,9,70800,1.11
TH2,PM3,0.15,9,71400,1.11
TH2,PM3,0.15,9,72000,1.11
TH2,PM3,0.15,9,72600,1.11
TH2,PM3,0.15,9,73200,1.11
TH2,PM3,0.15,9,73800,1.11
TH2,PM3,0.15,9,74400,1.11
TH2,PM3,0.15,9,75000,1.11
TH2,PM3,0.15,9,75600,1.11
TH2,PM3,0.15,9,76200,1.11
TH2,PM3,0.15,9,76800,1.11
TH2,PM3,0.15,9,77400,1.11
TH2,PM3,0.15,9,78000,1.11
TH2,PM3,0.15,9,78600,1.11
TH2,PM3,0.15,9,79200,1.11
TH2,PM3,0.15,9,79800,1.11
TH2,PM3,0.15,9,80400,1.11
TH2,PM3,0.15,9,81000,1.11
TH2,PM3,0.15,9,81600,1.11
TH2,PM3,0.15,9,82200,1.11
TH2,PM3,0.15,9,82800,1.11
TH2,PM3,0.15,9,83400,1.11
TH2,PM3,0.15,9,84000,1.11
TH2,PM3,0.15,9,84600,1.11
TH2,PM3,0.15,9,85200,1.11
TH2,PM3,0.15,9,85800,1.11
TH2,PM3,0.15,9,86400,1.11
TH2,PM3,0.15,9,87000,1.11
TH2,PM3,0.15,9,87600,1.11
TH2,PM3,0.15,9,88200,1.11
TH2,PM3,0.15,9,88800,1.11
TH2,PM3,0.15,9,89400,1.11
TH2,PM3,0.15,9,90000,1.11
TH2,PM3,0.15,9,90600,1.11
TH2,PM3,0.15,9,91200,1.11
TH2,PM3,0.15,9,91800,1.11
TH2,PM3,0.15,9,92400,1.11
TH2,PM3,0.15,9,93000,1.11
TH2,PM3,0.15,9,93600,1.11
TH2,PM3,0.15,9,94200,1.11
TH2,PM3,0.15,9,94800,1.11
TH2,PM3,0.15,9,95400,1.11
TH2,PM3,0.15,9,96000,1.11
TH2,PM3,0.15,9,96600,1.11
TH2,PM3,0.15,9,97200,1.11
TH2,PM3,0.15,9,97800,1.11
TH2,PM3,0.15,9,98400,1.11
TH2,PM3,0.15,9,99000,1.11
TH2,PM3,0.15,9,99600,1.11
TH2,PM3,0.15,9,100200,1.11
TH2,PM3,0.15,9,100800,1.11
TH2,PM3,0.15,9,101400,1.11
TH2,PM3,0.15,9,102000,1.11
TH2,PM3,0.15,9,102600,1.11
TH2,PM3,0.15,9,103200,1.11
TH2,PM3,0.15,9,103800,1.11
TH2,PM3,0.15,9,104400,1.11
TH2,PM3,0.15,9,105000,1.11
TH2,PM3,0.15,9,105600,1.11
TH2,PM3,0.15,9,106200,1.11
TH2,PM3,0.15,9,106800,1.11
TH2,PM3,0.15,9,107400,1.11
TH2,PM3,0.15,9,108000,1.11
TH2,PM3,0.15,9,108600,1.11
TH2,PM3,0.15,9,109200,1.11
TH2,PM3,0.15,9,109800,1.11
TH2,PM3,0.15,9,110400,1.11
TH2,PM3,0.15,9,111000,1.11
TH2,PM3,0.15,9,111600,1.11
TH2,PM3,0.15,9,112200,1.11
TH2,PM3,0.15,9,112800,1.11
TH2,PM3,0.15,9,113400,1.11
TH2,PM3,0.15,9,114000,1.11
TH2,PM3,0.15,9,114600,1.11
TH2,PM3,0.15,9,115200,1.11
TH2,PM3,0.15,9,115800,1.11
TH2,PM3,0.15,9,116400,1.11
TH2,PM3,0.15,9,117000,1.11
TH2,PM3,0.15,9,117600,1.11
TH2,PM3,0.15,9,118200,1.11
TH2,PM3,0.15,9,118800,1.11
TH2,PM3,0.15,9,119400,1.11
TH2,PM3,0.15,9,120000,1.11
TH2,PM3,0.15,9,120600,1.11
TH2,PM3,0.15,9,121200,1.11
TH2,PM3,0.15,9,121800,1.11
TH2,PM3,0.15,9,122400,1.11
TH2,PM3,0.15,9,123000,1.11
TH2,PM3,0.15,9,123600,1.11
TH2,PM3,0.15,9,124200,1.11
TH2,PM3,0.15,9,124800,1.11
TH2,PM3,0.15,9,125400,1.11
TH2,PM3,0.15,9,126000,1.11
TH2,PM3,0.15,9,126600,1.11
TH2,PM3,0.15,9,127200,1.11
TH2,PM3,0.15,9,127800,1.11
TH2,PM3,0.15,9,128400,1.11
TH2,PM3,0.15,9,129000,1.11
TH2,PM3,0.15,9,129600,1.11
TH2,PM3,0.15,9,130200,1.11
TH2,PM3,0.15,9,130800,1.11
TH2,PM3,0.15,9,131400,1.11
TH2,PM3,0.15,9,132000,1.11
TH2,PM3,0.15,9,132600,1.11
TH2,PM3,0.15,9,133200,1.11
TH2,PM3,0.15,9,133800,1.11
TH2,PM3,0.15,9,134400,1.11
TH2,PM3,0.15,9,135000,1.11
TH2,PM3,0.15,9,135600,1.11
TH2,PM3,0.15,9,136200,1.11
TH2,PM3,0.15,9,136800,1.11
TH2,PM3,0.15,9,137400,1.11
TH2,PM3,0.15,9,138000,1.11
TH2,PM3,0.15,9,138600,1.11
TH2,PM3,0.15,9,139200,1.11
TH2,PM3,0.15,9,139800,1.11
TH2,PM3,0.15,9,140400,1.11
TH2,PM3,0.15,9,141000,1.11
TH2,PM3,0.15,9,141600,1.11
TH2,PM3,0.15,9,142200,1.11
TH2,PM3,0.15,9,142800,1.11
TH2,PM3,0.15,9,143400,1.11
TH2,PM3,0.15,9,144000,1.11
TH2,PM3,0.15,9,144600,1.11
TH2,PM3,0.15,9,145200,1.11
TH2,PM3,0.15,9,145800,1.11
TH2,PM3,0.15,9,146400,1.11
TH2,PM3,0.15,9,147000,1.11
TH2,PM3,0.15,9,147600,1.11
TH2,PM3,0.15,9,148200,1.11
TH2,PM3,0.15,9,148800,1.11
TH2,PM3,0.15,9,149400,1.11
TH2,PM3,0.15,9,150000,1.11
TH2,PM3,0.15,10,0,1.07057
TH2,PM3,0.15,10,3.61215e-08,1.07057
TH2,PM3,0.15,10,5.97774e-07,1.07057
TH2,PM3,0.15,10,4.09666e-06,1.07057
TH2,PM3,0.15,10,1.80827e-05,1.07057
TH2,PM3,0.15,10,0.000114739,1.07057
TH2,PM3,0.15,10,0.000716313,1.07057
TH2,PM3,0.15,10,0.00393692,1.07057
TH2,PM3,0.15,10,0.0187533,1.07057
TH2,PM3,0.15,10,0.0783102,1.07057
TH2,PM3,0.15,10,0.209508,1.07057
TH2,PM3,0.15,10,0.703507,1.07058
TH2,PM3,0.15,10,2.56395,1.0706
TH2,PM3,0.15,10,8.60666,1.07065
TH2,PM3,0.15,10,28.7512,1.07073
TH2,PM3,0.15,10,98.0409,1.07092
TH2,PM3,0.15,10,264.232,1.07123
TH2,PM3,0.15,10,564.232,1.07166
TH2,PM3,0.15,10,864,1.07204
TH2,PM3,0.15,10,1164,1.07241
TH2,PM3,0.15,10,1464,1.07278
TH2,PM3,0.15,10,1728,1.0731
TH2,PM3,0.15,10,1968,1.07341
TH2,PM3,0.15,10,2268,1.07379
TH2,PM3,0.15,10,2568,1.07419
TH2,PM3,0.15,10,2868,1.0746
TH2,PM3,0.15,10,3168,1.075
TH2,PM3,0.15,10,3468,1.07542
TH2,PM3,0.15,10,3708,1.07577
TH2,PM3,0.15,10,4008,1.07619
TH2,PM3,0.15,10,4308,1.07663
TH2,PM3,0.15,10,4560,1.07699
TH2,PM3,0.15,10,4860,1.07742
TH2,PM3,0.15,10,5160,1.07785
TH2,PM3,0.15,10,5400,1.0782
TH2,PM3,0.15,10,5700,1.07864
TH2,PM3,0.15,10,6000,1.07907
TH2,PM3,0.15,10,6300,1.0795
TH2,PM3,0.15,10,6600,1.07993
TH2,PM3,0.15,10,6900,1.08036
TH2,PM3,0.15,10,7140,1.0807
TH2,PM3,0.15,10,7440,1.08112
TH2,PM3,0.15,10,7740,1.08154
TH2,PM3,0.15,10,8040,1.08195
TH2,PM3,0.15,10,8340,1.08237
TH2,PM3,0.15,10,8640,1.08278
TH2,PM3,0.15,10,8880,1.0831
TH2,PM3,0.15,10,9180,1.0835
TH2,PM3,0.15,10,9480,1.0839
TH2,PM3,0.15,10,9780,1.0843
TH2,PM3,0.15,10,10080,1.0847
TH2,PM3,0.15,10,10380,1.0851
TH2,PM3,0.15,10,10620,1.08541
TH2,PM3,0.15,10,10920,1.0858
TH2,PM3,0.15,10,11220,1.08619
TH2,PM3,0.15,10,11520,1.08658
TH2,PM3,0.15,10,11820,1.08697
TH2,PM3,0.15,10,12120,1.08736
TH2,PM3,0.15,10,12360,1.08767
TH2,PM3,0.15,10,12660,1.08806
TH2,PM3,0.15,10,12960,1.08845
TH2,PM3,0.15,10,13260,1.08883
TH2,PM3,0.15,10,13560,1.08921
TH2,PM3,0.15,10,13860,1.08959
TH2,PM3,0.15,10,14160,1.08996
TH2,PM3,0.15,10,14400,1.09026
TH2,PM3,0.15,10,14700,1.09064
TH2,PM3,0.15,10,15000,1.091
TH2,PM3,0.15,10,15300,1.09137
TH2,PM3,0.15,10,15600,1.09173
TH2,PM3,0.15,10,15900,1.0921
TH2,PM3,0.15,10,16140,1.09239
TH2,PM3,0.15,10,16440,1.09276
TH2,PM3,0.15,10,16740,1.09311
TH2,PM3,0.15,10,17040,1.09347
TH2,PM3,0.15,10,17340,1.09383
TH2,PM3,0.15,10,17640,1.09418
TH2,PM3,0.15,10,17880,1.09446
TH2,PM3,0.15,10,18180,1.0948
TH2,PM3,0.15,10,18480,1.09515
TH2,PM3,0.15,10,18780,1.09549
TH2,PM3,0.15,10,19080,1.09583
TH2,PM3,0.15,10,19380,1.09617
TH2,PM3,0.15,10,19620,1.09644
TH2,PM3,0.15,10,19920,1.09677
TH2,PM3,0.15,10,20220,1.0971
TH2,PM3,0.15,10,20520,1.09743
TH2,PM3,0.15,10,20820,1.09775
TH2,PM3,0.15,10,21120,1.09807
TH2,PM3,0.15,10,21360,1.09832
TH2,PM3,0.15,10,21660,1.09864
TH2,PM3,0.15,10,21960,1.09895
TH2,PM3,0.15,10,22260,1.09927
TH2,PM3,0.15,10,22560,1.09958
TH2,PM3,0.15,10,22860,1.09988
TH2,PM3,0.15,10,23100,1.10013
TH2,PM3,0.15,10,23400,1.10043
TH2,PM3,0.15,10,23700,1.10073
TH2,PM3,0.15,10,24000,1.10103
TH2,PM3,0.15,10,24300,1.10132
TH2,PM3,0.15,10,24600,1.10161
TH2,PM3,0.15,10,24840,1.10184
TH2,PM3,0.15,10,25140,1.10213
TH2,PM3,0.15,10,25440,1.10242
TH2,PM3,0.15,10,25740,1.10272
TH2,PM3,0.15,10,26040,1.103
TH2,PM3,0.15,10,26340,1.10329
TH2,PM3,0.15,10,26580,1.10351
TH2,PM3,0.15,10,26880,1.10378
TH2,PM3,0.15,10,27180,1.10407
TH2,PM3,0.15,10,27480,1.10433
TH2,PM3,0.15,10,27780,1.1046
TH2,PM3,0.15,10,28080,1.10486
TH2,PM3,0.15,10,28320,1.10508
TH2,PM3,0.15,10,28620,1.10534
TH2,PM3,0.15,10,28920,1.1056
TH2,PM3,0.15,10,29220,1.10586
TH2,PM3,0.15,10,29520,1.10612
TH2,PM3,0.15,10,29820,1.10637
TH2,PM3,0.15,10,30060,1.10658
TH2,PM3,0.15,10,30360,1.10683
TH2,PM3,0.15,10,30660,1.10709
TH2,PM3,0.15,10,30960,1.10733
TH2,PM3,0.15,10,31260,1.10757
TH2,PM3,0.15,10,31560,1.1078
TH2,PM3,0.15,10,31860,1.10802
TH2,PM3,0.15,10,32100,1.10819
TH2,PM3,0.15,10,32400,1.1084
TH2,PM3,0.15,10,32700,1.10861
TH2,PM3,0.15,10,33000,1.10881
TH2,PM3,0.15,10,33300,1.109
TH2,PM3,0.15,10,33600,1.10918
TH2,PM3,0.15,10,33840,1.10932
TH2,PM3,0.15,10,34140,1.10949
TH2,PM3,0.15,10,34440,1.10963
TH2,PM3,0.15,10,34740,1.10974
TH2,PM3,0.15,10,35040,1.10981
TH2,PM3,0.15,10,35340,1.10986
TH2,PM3,0.15,10,35580,1.10992
TH2,PM3,0.15,10,35880,1.11
TH2,PM3,0.15,10,36180,1.11
TH2,PM3,0.15,10,36480,1.11
TH2,PM3,0.15,10,36780,1.11
TH2,PM3,0.15,10,37080,1.11
TH2,PM3,0.15,10,37320,1.11
TH2,PM3,0.15,10,37620,1.11
TH2,PM3,0.15,10,37920,1.11
TH2,PM3,0.15,10,38220,1.11
TH2,PM3,0.15,10,38520,1.11
TH2,PM3,0.15,10,38820,1.11
TH2,PM3,0.15,10,39060,1.11
TH2,PM3,0.15,10,39360,1.11
TH2,PM3,0.15,10,39660,1.11
TH2,PM3,0.15,10,39960,1.11
TH2,PM3,0.15,10,40260,1.11
TH2,PM3,0.15,10,40560,1.11
TH2,PM3,0.15,10,40800,1.11
TH2,PM3,0.15,10,41100,1.11
TH2,PM3,0.15,10,41400,1.11
TH2,PM3,0.15,10,41700,1.11
TH2,PM3,0.15,10,42000,1.11
TH2,PM3,0.15,10,42300,1.11
TH2,PM3,0.15,10,42540,1.11
TH2,PM3,0.15,10,42840,1.11
TH2,PM3,0.15,10,43140,1.11
TH2,PM3,0.15,10,43440,1.11
TH2,PM3,0.15,10,43740,1.11
TH2,PM3,0.15,10,44040,1.11
TH2,PM3,0.15,10,44280,1.11
TH2,PM3,0.15,10,44580,1.11
TH2,PM3,0.15,10,44880,1.11
TH2,PM3,0.15,10,45180,1.11
TH2,PM3,0.15,10,45480,1.11
TH2,PM3,0.15,10,45780,1.11
TH2,PM3,0.15,10,46020,1.11
TH2,PM3,0.15,10,46320,1.11
TH2,PM3,0.15,10,46620,1.11
TH2,PM3,0.15,10,46920,1.11
TH2,PM3,0.15,10,47220,1.11
TH2,PM3,0.15,10,47520,1.11
TH2,PM3,0.15,10,47820,1.11
TH2,PM3,0.15,10,48060,1.11
TH2,PM3,0.15,10,48360,1.11
TH2,PM3,0.15,10,48660,1.11
TH2,PM3,0.15,10,48960,1.11
TH2,PM3,0.15,10,49260,1.11
TH2,PM3,0.15,10,49560,1.11
TH2,PM3,0.15,10,49800,1.11
TH2,PM3,0.15,10,50100,1.11
TH2,PM3,0.15,10,50400,1.11
TH2,PM3,0.15,10,50700,1.11
TH2,PM3,0.15,10,51000,1.11
TH2,PM3,0.15,10,51300,1.11
TH2,PM3,0.15,10,51540,1.11
TH2,PM3,0.15,10,51840,1.11
TH2,PM3,0.15,10,52140,1.11
TH2,PM3,0.15,10,52440,1.11
TH2,PM3,0.15,10,52740,1.11
TH2,PM3,0.15,10,53040,1.11
TH2,PM3,0.15,10,53280,1.11
TH2,PM3,0.15,10,53580,1.11
TH2,PM3,0.15,10,53880,1.11
TH2,PM3,0.15,10,54180,1.11
TH2,PM3,0.15,10,54480,1.11
TH2,PM3,0.15,10,54780,1.11
TH2,PM3,0.15,10,55020,1.11
TH2,PM3,0.15,10,55320,1.11
TH2,PM3,0.15,10,55620,1.11
TH2,PM3,0.15,10,55920,1.11
TH2,PM3,0.15,10,56220,1.11
TH2,PM3,0.15,10,56520,1.11
TH2,PM3,0.15,10,56760,1.11
TH2,PM3,0.15,10,57060,1.11
TH2,PM3,0.15,10,57360,1.11
TH2,PM3,0.15,10,57660,1.11
TH2,PM3,0.15,10,57960,1.11
TH2,PM3,0.15,10,58260,1.11
TH2,PM3,0.15,10,58500,1.11
TH2,PM3,0.15,10,58800,1.11
TH2,PM3,0.15,10,59100,1.11
TH2,PM3,0.15,10,59400,1.11
TH2,PM3,0.15,10,59700,1.11
TH2,PM3,0.15,10,60000,1.11
TH2,PM3,0.15,10,60240,1.11
TH2,PM3,0.15,10,60540,1.11
TH2,PM3,0.15,10,60840,1.11
TH2,PM3,0.15,10,61140,1.11
TH2,PM3,0.15,10,61440,1.11
TH2,PM3,0.15,10,61740,1.11
TH2,PM3,0.15,10,61980,1.11
TH2,PM3,0.15,10,62280,1.11
TH2,PM3,0.15,10,62580,1.11
TH2,PM3,0.15,10,62880,1.11
TH2,PM3,0.15,10,63180,1.11
TH2,PM3,0.15,10,63480,1.11
TH2,PM3,0.15,10,63720,1.11
TH2,PM3,0.15,10,64020,1.11
TH2,PM3,0.15,10,64320,1.11
TH2,PM3,0.15,10,64620,1.11
TH2,PM3,0.15,10,64920,1.11
TH2,PM3,0.15,10,65220,1.11
TH2,PM3,0.15,10,65520,1.11
TH2,PM3,0.15,10,65760,1.11
TH2,PM3,0.15,10,66060,1.11
TH2,PM3,0.15,10,66360,1.11
TH2,PM3,0.15,10,66660,1.11
TH2,PM3,0.15,10,66960,1.11
TH2,PM3,0.15,10,67260,1.11
TH2,PM3,0.15,10,67500,1.11
TH2,PM3,0.15,10,67800,1.11
TH2,PM3,0.15,10,68100,1.11
TH2,PM3,0.15,10,68400,1.11
TH2,PM3,0.15,10,68700,1.11
TH2,PM3,0.15,10,69000,1.11
TH2,PM3,0.15,10,69240,1.11
TH2,PM3,0.15,10,69540,1.11
TH2,PM3,0.15,10,69840,1.11
TH2,PM3,0.15,10,70140,1.11
TH2,PM3,0.15,10,70440,1.11
TH2,PM3,0.15,10,70740,1.11
TH2,PM3,0.15,10,70980,1.11
TH2,PM3,0.15,10,71280,1.11
TH2,PM3,0.15,10,71580,1.11
TH2,PM3,0.15,10,71880,1.11
TH2,PM3,0.15,10,72180,1.11
TH2,PM3,0.15,10,72480,1.11
TH2,PM3,0.15,10,72720,1.11
TH2,PM3,0.15,10,73020,1.11
TH2,PM3,0.15,10,73320,1.11
TH2,PM3,0.15,10,73620,1.11
TH2,PM3,0.15,10,73920,1.11
TH2,PM3,0.15,10,74220,1.11
TH2,PM3,0.15,10,74460,1.11
TH2,PM3,0.15,10,74760,1.11
TH2,PM3,0.15,10,75060,1.11
TH2,PM3,0.15,10,75360,1.11
TH2,PM3,0.15,10,75660,1.11
TH2,PM3,0.15,10,75960,1.11
TH2,PM3,0.15,10,76200,1.11
TH2,PM3,0.15,10,76500,1.11
TH2,PM3,0.15,10,76800,1.11
TH2,PM3,0.15,10,77100,1.11
TH2,PM3,0.15,10,77400,1.11
TH2,PM3,0.15,10,77700,1.11
TH2,PM3,0.15,10,77940,1.11
TH2,PM3,0.15,10,78240,1.11
TH2,PM3,0.15,10,78540,1.11
TH2,PM3,0.15,10,78840,1.11
TH2,PM3,0.15,10,79140,1.11
TH2,PM3,0.15,10,79440,1.11
TH2,PM3,0.15,10,79680,1.11
TH2,PM3,0.15,10,79980,1.11
TH2,PM3,0.15,10,80280,1.11
TH2,PM3,0.15,10,80580,1.11
TH2,PM3,0.15,10,80880,1.11
TH2,PM3,0.15,10,81180,1.11
TH2,PM3,0.15,10,81420,1.11
TH2,PM3,0.15,10,81720,1.11
TH2,PM3,0.15,10,82020,1.11
TH2,PM3,0.15,10,82320,1.11
TH2,PM3,0.15,11,25,1.07099
TH2,PM3,0.15,11,399.999,1.07188
TH2,PM3,0.15,11,749.999,1.07246
TH2,PM3,0.15,11,1125,1.07303
TH2,PM3,0.15,11,1475,1.07356
TH2,PM3,0.15,11,1850,1.07415
TH2,PM3,0.15,11,2200,1.07472
TH2,PM3,0.15,11,2575,1.07532
TH2,PM3,0.15,11,2925,1.07591
TH2,PM3,0.15,11,3299.99,1.07651
TH2,PM3,0.15,11,3650.01,1.07708
TH2,PM3,0.15,11,4025,1.07768
TH2,PM3,0.15,11,4374.99,1.07822
TH2,PM3,0.15,11,4750.02,1.07881
TH2,PM3,0.15,11,5100,1.07935
TH2,PM3,0.15,11,5475,1.07993
TH2,PM3,0.15,11,5825.01,1.08047
TH2,PM3,0.15,11,6200.01,1.08102
TH2,PM3,0.15,11,6550,1.08153
TH2,PM3,0.15,11,6924.99,1.08207
TH2,PM3,0.15,11,7275.01,1.08256
TH2,PM3,0.15,11,7650,1.0831
TH2,PM3,0.15,11,7999.99,1.08359
TH2,PM3,0.15,11,8375.02,1.08414
TH2,PM3,0.15,11,8725,1.08465
TH2,PM3,0.15,11,9100,1.08517
TH2,PM3,0.15,11,9450.01,1.08564
TH2,PM3,0.15,11,9825.01,1.08613
TH2,PM3,0.15,11,10175,1.0866
TH2,PM3,0.15,11,10550,1.08711
TH2,PM3,0.15,11,10900,1.08758
TH2,PM3,0.15,11,11275,1.08809
TH2,PM3,0.15,11,11625,1.08857
TH2,PM3,0.15,11,12000,1.08906
TH2,PM3,0.15,11,12350,1.08953
TH2,PM3,0.15,11,12725,1.09002
TH2,PM3,0.15,11,13075,1.09047
TH2,PM3,0.15,11,13450,1.09096
TH2,PM3,0.15,11,13800,1.0914
TH2,PM3,0.15,11,14175,1.09191
TH2,PM3,0.15,11,14525,1.09237
TH2,PM3,0.15,11,14900,1.09285
TH2,PM3,0.15,11,15250,1.09329
TH2,PM3,0.15,11,15625,1.09377
TH2,PM3,0.15,11,15975,1.0942
TH2,PM3,0.15,11,16350,1.09468
TH2,PM3,0.15,11,16700,1.09513
TH2,PM3,0.15,11,17075,1.09562
TH2,PM3,0.15,11,17425,1.09605
TH2,PM3,0.15,11,17800,1.0965
TH2,PM3,0.15,11,18150,1.09694
TH2,PM3,0.15,11,18525,1.0974
TH2,PM3,0.15,11,18875,1.09784
TH2,PM3,0.15,11,19250,1.09829
TH2,PM3,0.15,11,19600,1.0987
TH2,PM3,0.15,11,19975,1.09915
TH2,PM3,0.15,11,20325,1.09958
TH2,PM3,0.15,11,20700,1.10003
TH2,PM3,0.15,11,21050,1.10044
TH2,PM3,0.15,11,21425,1.10086
TH2,PM3,0.15,11,21775,1.10127
TH2,PM3,0.15,11,22150,1.1017
TH2,PM3,0.15,11,22500,1.1021
TH2,PM3,0.15,11,22875,1.10252
TH2,PM3,0.15,11,23225,1.1029
TH2,PM3,0.15,11,23600,1.10332
TH2,PM3,0.15,11,23950,1.1037
TH2,PM3,0.15,11,24325,1.10409
TH2,PM3,0.15,11,24675,1.10445
TH2,PM3,0.15,11,25050,1.10484
TH2,PM3,0.15,11,25400,1.1052
TH2,PM3,0.15,11,25775,1.10557
TH2,PM3,0.15,11,26125,1.10591
TH2,PM3,0.15,11,26500,1.10627
TH2,PM3,0.15,11,26850,1.1066
TH2,PM3,0.15,11,27225,1.10693
TH2,PM3,0.15,11,27575,1.10726
TH2,PM3,0.15,11,27950,1.10757
TH2,PM3,0.15,11,28300,1.10787
TH2,PM3,0.15,11,28675,1.10817
TH2,PM3,0.15,11,29025,1.10845
TH2,PM3,0.15,11,29400,1.10873
TH2,PM3,0.15,11,29750,1.10898
TH2,PM3,0.15,11,30125,1.10922
TH2,PM3,0.15,11,30475,1.10944
TH2,PM3,0.15,11,30850,1.10965
TH2,PM3,0.15,11,31200,1.10981
TH2,PM3,0.15,11,31575.1,1.10994
TH2,PM3,0.15,11,31925.2,1.10994
TH2,PM3,0.15,11,32300.1,1.10994
TH2,PM3,0.15,11,32649.9,1.10994
TH2,PM3,0.15,11,33025.1,1.10994
TH2,PM3,0.15,11,33374.9,1.10994
TH2,PM3,0.15,11,33750.1,1.10994
TH2,PM3,0.15,11,34099.9,1.10994
TH2,PM3,0.15,11,34475.2,1.10994
TH2,PM3,0.15,11,34824.9,1.10994
TH2,PM3,0.15,11,35199.9,1.10994
TH2,PM3,0.15,11,35549.9,1.10994
TH2,PM3,0.15,11,35924.9,1.10994
TH2,PM3,0.15,11,36300.1,1.10994
TH2,PM3,0.15,11,36649.9,1.10994
TH2,PM3,0.15,11,37025.2,1.10994
TH2,PM3,0.15,11,37374.9,1.10994
TH2,PM3,0.15,11,37749.9,1.10994
TH2,PM3,0.15,11,38099.9,1.10994
TH2,PM3,0.15,11,38474.9,1.10994
TH2,PM3,0.15,11,38824.9,1.10994
TH2,PM3,0.15,11,39199.9,1.10994
TH2,PM3,0.15,11,39549.9,1.10994
TH2,PM3,0.15,11,39924.9,1.10994
TH2,PM3,0.15,11,40274.9,1.10994
