datetime,P95(m.a.s.l),B52(m),minutes
2021-12-10 00:00:00,164.27,0.0,0
2021-12-10 00:10:00,164.28,0.0,10
2021-12-10 00:20:00,164.28,0.0,20
2021-12-10 00:30:00,164.28,0.0,30
2021-12-10 00:40:00,164.29,0.0,40
2021-12-10 00:50:00,164.29,0.0,50
2021-12-10 01:00:00,164.29,0.0,60
2021-12-10 01:10:00,164.28,0.0,70
2021-12-10 01:20:00,164.27,0.0,80
2021-12-10 01:30:00,164.26,0.0,90
2021-12-10 01:40:00,164.26,0.0,100
2021-12-10 01:50:00,164.26,0.0,110
2021-12-10 02:00:00,164.25,0.0,120
2021-12-10 02:10:00,164.24,0.0,130
2021-12-10 02:20:00,164.24,0.0,140
2021-12-10 02:30:00,164.24,0.0,150
2021-12-10 02:40:00,164.23,0.0,160
2021-12-10 02:50:00,164.23,0.0,170
2021-12-10 03:00:00,164.23,0.0,180
2021-12-10 03:10:00,164.23,0.0,190
2021-12-10 03:20:00,164.24,0.0,200
2021-12-10 03:30:00,164.25,0.0,210
2021-12-10 03:40:00,164.25,0.0,220
2021-12-10 03:50:00,164.26,0.0,230
2021-12-10 04:00:00,164.26,0.0,240
2021-12-10 04:10:00,164.25,0.0,250
2021-12-10 04:20:00,164.25,0.0,260
2021-12-10 04:30:00,164.25,0.0,270
2021-12-10 04:40:00,164.24,0.0,280
2021-12-10 04:50:00,164.24,0.0,290
2021-12-10 05:00:00,164.23,0.0,300
2021-12-10 05:10:00,164.23,0.0,310
2021-12-10 05:20:00,164.23,0.0,320
2021-12-10 05:30:00,164.24,0.0,330
2021-12-10 05:40:00,164.23,0.0,340
2021-12-10 05:50:00,164.23,0.0,350
2021-12-10 06:00:00,164.24,0.0,360
2021-12-10 06:10:00,164.25,0.0,370
2021-12-10 06:20:00,164.26,0.0,380
2021-12-10 06:30:00,164.26,0.0,390
2021-12-10 06:40:00,164.27,0.0,400
2021-12-10 06:50:00,164.28,0.0,410
2021-12-10 07:00:00,164.28,0.0,420
2021-12-10 07:10:00,164.28,0.0,430
2021-12-10 07:20:00,164.28,0.0,440
2021-12-10 07:30:00,164.28,0.0,450
2021-12-10 07:40:00,164.28,0.0,460
2021-12-10 07:50:00,164.29,0.0,470
2021-12-10 08:00:00,164.28,0.0,480
2021-12-10 08:10:00,164.28,0.0,490
2021-12-10 08:20:00,164.29,0.0,500
2021-12-10 08:30:00,164.3,0.0,510
2021-12-10 08:40:00,164.31,0.0,520
2021-12-10 08:50:00,164.3,0.0,530
2021-12-10 09:00:00,164.3,0.0,540
2021-12-10 09:10:00,164.32,0.0,550
2021-12-10 09:20:00,164.33,0.0,560
2021-12-10 09:30:00,164.33,0.0,570
2021-12-10 09:40:00,164.33,0.0,580
2021-12-10 09:50:00,164.34,0.0,590
2021-12-10 10:00:00,164.34,0.0,600
2021-12-10 10:10:00,164.33,0.0,610
2021-12-10 10:20:00,164.33,0.0,620
2021-12-10 10:30:00,164.33,0.0,630
2021-12-10 10:40:00,164.33,0.0,640
2021-12-10 10:50:00,164.33,0.0,650
2021-12-10 11:00:00,164.33,0.0,660
2021-12-10 11:10:00,164.33,0.0,670
2021-12-10 11:20:00,164.33,0.0,680
2021-12-10 11:30:00,164.34,0.0,690
2021-12-10 11:40:00,164.34,0.0,700
2021-12-10 11:50:00,164.34,0.0,710
2021-12-10 12:00:00,164.33,0.0,720
2021-12-10 12:10:00,164.32,0.0,730
2021-12-10 12:20:00,164.33,0.0,740
2021-12-10 12:30:00,164.32,0.0,750
2021-12-10 12:40:00,164.33,0.0,760
2021-12-10 12:50:00,164.32,0.0,770
2021-12-10 13:00:00,164.32,0.0,780
2021-12-10 13:10:00,164.32,0.0,790
2021-12-10 13:20:00,164.31,0.0,800
2021-12-10 13:30:00,164.31,0.0,810
2021-12-10 13:40:00,164.31,0.0,820
2021-12-10 13:50:00,164.3,0.0,830
2021-12-10 14:00:00,164.3,0.0,840
2021-12-10 14:10:00,164.3,0.0,850
2021-12-10 14:20:00,164.29,0.0,860
2021-12-10 14:30:00,164.29,0.0,870
2021-12-10 14:40:00,164.28,0.0,880
2021-12-10 14:50:00,164.28,0.0,890
2021-12-10 15:00:00,164.28,0.0,900
2021-12-10 15:10:00,164.27,0.0,910
2021-12-10 15:20:00,164.27,0.0,920
2021-12-10 15:30:00,164.27,0.0,930
2021-12-10 15:40:00,164.26,0.0,940
2021-12-10 15:50:00,164.26,0.0,950
2021-12-10 16:00:00,164.26,0.0,960
2021-12-10 16:10:00,164.26,0.0,970
2021-12-10 16:20:00,164.25,0.0,980
2021-12-10 16:30:00,164.25,0.0,990
2021-12-10 16:40:00,164.25,0.0,1000
2021-12-10 16:50:00,164.24,0.0,1010
2021-12-10 17:00:00,164.24,0.0,1020
2021-12-10 17:10:00,164.24,0.0,1030
2021-12-10 17:20:00,164.24,0.0,1040
2021-12-10 17:30:00,164.23,0.0,1050
2021-12-10 17:40:00,164.23,0.0,1060
2021-12-10 17:50:00,164.23,0.0,1070
2021-12-10 18:00:00,164.23,0.0,1080
2021-12-10 18:10:00,164.22,0.0,1090
2021-12-10 18:20:00,164.22,0.0,1100
2021-12-10 18:30:00,164.22,0.0,1110
2021-12-10 18:40:00,164.22,0.0,1120
2021-12-10 18:50:00,164.21,0.0,1130
2021-12-10 19:00:00,164.21,0.0,1140
2021-12-10 19:10:00,164.21,0.0,1150
2021-12-10 19:20:00,164.21,0.0,1160
2021-12-10 19:30:00,164.21,0.0,1170
2021-12-10 19:40:00,164.21,0.0,1180
2021-12-10 19:50:00,164.2,0.0,1190
2021-12-10 20:00:00,164.2,0.0,1200
2021-12-10 20:10:00,164.2,0.0,1210
2021-12-10 20:20:00,164.2,0.0,1220
2021-12-10 20:30:00,164.2,0.0,1230
2021-12-10 20:40:00,164.19,0.0,1240
2021-12-10 20:50:00,164.19,0.0,1250
2021-12-10 21:00:00,164.19,0.0,1260
2021-12-10 21:10:00,164.19,0.0,1270
2021-12-10 21:20:00,164.19,0.0,1280
2021-12-10 21:30:00,164.18,0.0,1290
2021-12-10 21:40:00,164.18,0.0,1300
2021-12-10 21:50:00,164.18,0.0,1310
2021-12-10 22:00:00,164.18,0.0,1320
2021-12-10 22:10:00,164.18,0.0,1330
2021-12-10 22:20:00,164.17,0.0,1340
2021-12-10 22:30:00,164.17,0.0,1350
2021-12-10 22:40:00,164.17,0.0,1360
2021-12-10 22:50:00,164.17,0.0,1370
2021-12-10 23:00:00,164.16,0.0,1380
2021-12-10 23:10:00,164.16,0.0,1390
2021-12-10 23:20:00,164.16,0.0,1400
2021-12-10 23:30:00,164.16,0.0,1410
2021-12-10 23:40:00,164.16,0.0,1420
2021-12-10 23:50:00,164.15,0.0,1430
2021-12-11 00:00:00,164.15,0.0,1440
2021-12-11 00:10:00,164.15,0.0,1450
2021-12-11 00:20:00,164.15,0.0,1460
2021-12-11 00:30:00,164.15,0.0,1470
2021-12-11 00:40:00,164.14,0.0,1480
2021-12-11 00:50:00,164.14,0.0,1490
2021-12-11 01:00:00,164.14,0.0,1500
2021-12-11 01:10:00,164.14,0.0,1510
2021-12-11 01:20:00,164.13,0.0,1520
2021-12-11 01:30:00,164.13,0.0,1530
2021-12-11 01:40:00,164.13,0.0,1540
2021-12-11 01:50:00,164.14,0.0,1550
2021-12-11 02:00:00,164.15,0.0,1560
2021-12-11 02:10:00,164.16,0.0,1570
2021-12-11 02:20:00,164.17,0.0,1580
2021-12-11 02:30:00,164.17,0.0,1590
2021-12-11 02:40:00,164.18,0.0,1600
2021-12-11 02:50:00,164.19,0.0,1610
2021-12-11 03:00:00,164.2,0.0,1620
2021-12-11 03:10:00,164.2,0.0,1630
2021-12-11 03:20:00,164.21,0.0,1640
2021-12-11 03:30:00,164.22,0.0,1650
2021-12-11 03:40:00,164.22,0.0,1660
2021-12-11 03:50:00,164.23,0.0,1670
2021-12-11 04:00:00,164.24,0.0,1680
2021-12-11 04:10:00,164.24,0.0,1690
2021-12-11 04:20:00,164.25,0.0,1700
2021-12-11 04:30:00,164.25,0.0,1710
2021-12-11 04:40:00,164.26,0.0,1720
2021-12-11 04:50:00,164.25,0.0,1730
2021-12-11 05:00:00,164.25,0.0,1740
2021-12-11 05:10:00,164.25,0.0,1750
2021-12-11 05:20:00,164.25,0.0,1760
2021-12-11 05:30:00,164.25,0.0,1770
2021-12-11 05:40:00,164.25,0.0,1780
2021-12-11 05:50:00,164.25,0.0,1790
2021-12-11 06:00:00,164.25,0.0,1800
2021-12-11 06:10:00,164.26,0.0,1810
2021-12-11 06:20:00,164.26,0.0,1820
2021-12-11 06:30:00,164.26,0.0,1830
2021-12-11 06:40:00,164.26,0.0,1840
2021-12-11 06:50:00,164.27,0.0,1850
2021-12-11 07:00:00,164.27,0.0,1860
2021-12-11 07:10:00,164.27,0.0,1870
2021-12-11 07:20:00,164.27,0.0,1880
2021-12-11 07:30:00,164.27,0.0,1890
2021-12-11 07:40:00,164.28,0.0,1900
2021-12-11 07:50:00,164.28,0.0,1910
2021-12-11 08:00:00,164.28,0.0,1920
2021-12-11 08:10:00,164.28,0.0,1930
2021-12-11 08:20:00,164.28,0.0,1940
2021-12-11 08:30:00,164.29,0.0,1950
2021-12-11 08:40:00,164.29,0.0,1960
2021-12-11 08:50:00,164.29,0.0,1970
2021-12-11 09:00:00,164.29,0.0,1980
2021-12-11 09:10:00,164.29,0.0,1990
2021-12-11 09:20:00,164.29,0.0,2000
2021-12-11 09:30:00,164.28,0.0,2010
2021-12-11 09:40:00,164.28,0.0,2020
2021-12-11 09:50:00,164.28,0.0,2030
2021-12-11 10:00:00,164.27,0.0,2040
2021-12-11 10:10:00,164.27,0.0,2050
2021-12-11 10:20:00,164.27,0.0,2060
2021-12-11 10:30:00,164.26,0.0,2070
2021-12-11 10:40:00,164.26,0.0,2080
2021-12-11 10:50:00,164.25,0.0,2090
2021-12-11 11:00:00,164.25,0.0,2100
2021-12-11 11:10:00,164.24,0.0,2110
2021-12-11 11:20:00,164.24,0.0,2120
2021-12-11 11:30:00,164.24,0.0,2130
2021-12-11 11:40:00,164.23,0.0,2140
2021-12-11 11:50:00,164.23,0.0,2150
2021-12-11 12:00:00,164.22,0.0,2160
2021-12-11 12:10:00,164.21,0.0,2170
2021-12-11 12:20:00,164.21,0.0,2180
2021-12-11 12:30:00,164.2,0.0,2190
2021-12-11 12:40:00,164.2,0.0,2200
2021-12-11 12:50:00,164.19,0.0,2210
2021-12-11 13:00:00,164.19,0.0,2220
2021-12-11 13:10:00,164.18,0.0,2230
2021-12-11 13:20:00,164.18,0.0,2240
2021-12-11 13:30:00,164.18,0.0,2250
2021-12-11 13:40:00,164.17,0.0,2260
2021-12-11 13:50:00,164.18,0.0,2270
2021-12-11 14:00:00,164.18,0.0,2280
2021-12-11 14:10:00,164.17,0.0,2290
2021-12-11 14:20:00,164.18,0.0,2300
2021-12-11 14:30:00,164.18,0.0,2310
2021-12-11 14:40:00,164.17,0.0,2320
2021-12-11 14:50:00,164.17,0.0,2330
2021-12-11 15:00:00,164.17,0.0,2340
2021-12-11 15:10:00,164.17,0.0,2350
2021-12-11 15:20:00,164.17,0.0,2360
2021-12-11 15:30:00,164.17,0.0,2370
2021-12-11 15:40:00,164.16,0.0,2380
2021-12-11 15:50:00,164.16,0.0,2390
2021-12-11 16:00:00,164.16,0.0,2400
2021-12-11 16:10:00,164.16,0.0,2410
2021-12-11 16:20:00,164.16,0.0,2420
2021-12-11 16:30:00,164.15,0.0,2430
2021-12-11 16:40:00,164.15,0.0,2440
2021-12-11 16:50:00,164.15,0.0,2450
2021-12-11 17:00:00,164.15,0.0,2460
2021-12-11 17:10:00,164.15,0.0,2470
2021-12-11 17:20:00,164.15,0.0,2480
2021-12-11 17:30:00,164.15,0.0,2490
2021-12-11 17:40:00,164.15,0.0,2500
2021-12-11 17:50:00,164.14,0.0,2510
2021-12-11 18:00:00,164.14,0.0,2520
2021-12-11 18:10:00,164.14,0.0,2530
2021-12-11 18:20:00,164.14,0.0,2540
2021-12-11 18:30:00,164.14,0.0,2550
2021-12-11 18:40:00,164.13,0.0,2560
2021-12-11 18:50:00,164.13,0.0,2570
2021-12-11 19:00:00,164.13,0.0,2580
2021-12-11 19:10:00,164.13,0.0,2590
2021-12-11 19:20:00,164.13,0.0,2600
2021-12-11 19:30:00,164.13,0.0,2610
2021-12-11 19:40:00,164.12,0.0,2620
2021-12-11 19:50:00,164.12,0.0,2630
2021-12-11 20:00:00,164.12,0.0,2640
2021-12-11 20:10:00,164.12,0.0,2650
2021-12-11 20:20:00,164.11,0.0,2660
2021-12-11 20:30:00,164.11,0.0,2670
2021-12-11 20:40:00,164.11,0.0,2680
2021-12-11 20:50:00,164.11,0.0,2690
2021-12-11 21:00:00,164.11,0.0,2700
2021-12-11 21:10:00,164.11,0.0,2710
2021-12-11 21:20:00,164.1,0.0,2720
2021-12-11 21:30:00,164.1,0.0,2730
2021-12-11 21:40:00,164.1,0.0,2740
2021-12-11 21:50:00,164.1,0.0,2750
2021-12-11 22:00:00,164.09,0.0,2760
2021-12-11 22:10:00,164.09,0.0,2770
2021-12-11 22:20:00,164.1,0.0,2780
2021-12-11 22:30:00,164.1,0.0,2790
2021-12-11 22:40:00,164.1,0.0,2800
2021-12-11 22:50:00,164.1,0.0,2810
2021-12-11 23:00:00,164.09,0.0,2820
2021-12-11 23:10:00,164.09,0.0,2830
2021-12-11 23:20:00,164.09,0.0,2840
2021-12-11 23:30:00,164.09,0.0,2850
2021-12-11 23:40:00,164.09,0.0,2860
2021-12-11 23:50:00,164.09,0.0,2870
2021-12-12 00:00:00,164.09,0.0,2880
2021-12-12 00:10:00,164.08,0.0,2890
2021-12-12 00:20:00,164.08,0.0,2900
2021-12-12 00:30:00,164.08,0.0,2910
2021-12-12 00:40:00,164.08,0.0,2920
2021-12-12 00:50:00,164.07,0.0,2930
2021-12-12 01:00:00,164.07,0.0,2940
2021-12-12 01:10:00,164.07,0.0,2950
2021-12-12 01:20:00,164.07,0.0,2960
2021-12-12 01:30:00,164.07,0.0,2970
2021-12-12 01:40:00,164.06,0.0,2980
2021-12-12 01:50:00,164.06,0.0,2990
2021-12-12 02:00:00,164.06,0.0,3000
2021-12-12 02:10:00,164.06,0.0,3010
2021-12-12 02:20:00,164.06,0.0,3020
2021-12-12 02:30:00,164.05,0.0,3030
2021-12-12 02:40:00,164.05,0.0,3040
2021-12-12 02:50:00,164.05,0.0,3050
2021-12-12 03:00:00,164.06,0.0,3060
2021-12-12 03:10:00,164.06,0.0,3070
2021-12-12 03:20:00,164.06,0.0,3080
2021-12-12 03:30:00,164.06,0.0,3090
2021-12-12 03:40:00,164.06,0.0,3100
2021-12-12 03:50:00,164.06,0.0,3110
2021-12-12 04:00:00,164.06,0.0,3120
2021-12-12 04:10:00,164.06,0.0,3130
2021-12-12 04:20:00,164.07,0.0,3140
2021-12-12 04:30:00,164.07,0.0,3150
2021-12-12 04:40:00,164.07,0.0,3160
2021-12-12 04:50:00,164.07,0.0,3170
2021-12-12 05:00:00,164.07,0.0,3180
2021-12-12 05:10:00,164.07,0.0,3190
2021-12-12 05:20:00,164.08,0.0,3200
2021-12-12 05:30:00,164.08,0.0,3210
2021-12-12 05:40:00,164.08,0.0,3220
2021-12-12 05:50:00,164.08,0.0,3230
2021-12-12 06:00:00,164.08,0.0,3240
2021-12-12 06:10:00,164.08,0.0,3250
2021-12-12 06:20:00,164.08,0.0,3260
2021-12-12 06:30:00,164.08,0.0,3270
2021-12-12 06:40:00,164.08,0.0,3280
2021-12-12 06:50:00,164.08,0.0,3290
2021-12-12 07:00:00,164.08,0.0,3300
2021-12-12 07:10:00,164.08,0.0,3310
2021-12-12 07:20:00,164.08,0.0,3320
2021-12-12 07:30:00,164.08,0.0,3330
2021-12-12 07:40:00,164.08,0.0,3340
2021-12-12 07:50:00,164.08,0.0,3350
2021-12-12 08:00:00,164.08,0.21,3360
2021-12-12 08:10:00,164.09,0.22,3370
2021-12-12 08:20:00,164.09,0.22,3380
2021-12-12 08:30:00,164.09,0.22,3390
2021-12-12 08:40:00,164.09,0.23,3400
2021-12-12 08:50:00,164.09,0.23,3410
2021-12-12 09:00:00,164.08,0.23,3420
2021-12-12 09:10:00,164.08,0.23,3430
2021-12-12 09:20:00,164.08,0.23,3440
2021-12-12 09:30:00,164.08,0.23,3450
2021-12-12 09:40:00,164.08,0.23,3460
2021-12-12 09:50:00,164.08,0.23,3470
2021-12-12 10:00:00,164.08,0.23,3480
2021-12-12 10:10:00,164.08,0.23,3490
2021-12-12 10:20:00,164.08,0.23,3500
2021-12-12 10:30:00,164.08,0.24,3510
2021-12-12 10:40:00,164.08,0.24,3520
2021-12-12 10:50:00,164.08,0.24,3530
2021-12-12 11:00:00,164.08,0.25,3540
2021-12-12 11:10:00,164.08,0.25,3550
2021-12-12 11:20:00,164.08,0.26,3560
2021-12-12 11:30:00,164.08,0.27,3570
2021-12-12 11:40:00,164.08,0.27,3580
2021-12-12 11:50:00,164.08,0.28,3590
2021-12-12 12:00:00,164.08,0.29,3600
2021-12-12 12:10:00,164.08,0.3,3610
2021-12-12 12:20:00,164.09,0.31,3620
2021-12-12 12:30:00,164.09,0.32,3630
2021-12-12 12:40:00,164.1,0.33,3640
2021-12-12 12:50:00,164.1,0.34,3650
2021-12-12 13:00:00,164.11,0.35,3660
2021-12-12 13:10:00,164.12,0.36,3670
2021-12-12 13:20:00,164.13,0.37,3680
2021-12-12 13:30:00,164.15,0.38,3690
2021-12-12 13:40:00,164.16,0.39,3700
2021-12-12 13:50:00,164.17,0.4,3710
2021-12-12 14:00:00,164.19,0.41,3720
2021-12-12 14:10:00,164.2,0.42,3730
2021-12-12 14:20:00,164.22,0.43,3740
2021-12-12 14:30:00,164.24,0.44,3750
2021-12-12 14:40:00,164.25,0.44,3760
2021-12-12 14:50:00,164.27,0.46,3770
2021-12-12 15:00:00,164.29,0.47,3780
2021-12-12 15:10:00,164.31,0.47,3790
2021-12-12 15:20:00,164.33,0.49,3800
2021-12-12 15:30:00,164.35,0.5,3810
2021-12-12 15:40:00,164.37,0.5,3820
2021-12-12 15:50:00,164.39,0.52,3830
2021-12-12 16:00:00,164.41,0.52,3840
2021-12-12 16:10:00,164.43,0.54,3850
2021-12-12 16:20:00,164.45,0.54,3860
2021-12-12 16:30:00,164.47,0.56,3870
2021-12-12 16:40:00,164.49,0.56,3880
2021-12-12 16:50:00,164.51,0.5700000000000001,3890
2021-12-12 17:00:00,164.53,0.58,3900
2021-12-12 17:10:00,164.55,0.59,3910
2021-12-12 17:20:00,164.56,0.6,3920
2021-12-12 17:30:00,164.58,0.61,3930
2021-12-12 17:40:00,164.6,0.62,3940
2021-12-12 17:50:00,164.61,0.63,3950
2021-12-12 18:00:00,164.63,0.64,3960
2021-12-12 18:10:00,164.65,0.65,3970
2021-12-12 18:20:00,164.66,0.66,3980
2021-12-12 18:30:00,164.68,0.67,3990
2021-12-12 18:40:00,164.69,0.68,4000
2021-12-12 18:50:00,164.71,0.6900000000000001,4010
2021-12-12 19:00:00,164.72,0.7000000000000001,4020
2021-12-12 19:10:00,164.74,0.71,4030
2021-12-12 19:20:00,164.75,0.71,4040
2021-12-12 19:30:00,164.76,0.72,4050
2021-12-12 19:40:00,164.78,0.73,4060
2021-12-12 19:50:00,164.79,0.74,4070
2021-12-12 20:00:00,164.81,0.75,4080
2021-12-12 20:10:00,164.82,0.76,4090
2021-12-12 20:20:00,164.83,0.77,4100
2021-12-12 20:30:00,164.84,0.78,4110
2021-12-12 20:40:00,164.86,0.78,4120
2021-12-12 20:50:00,164.87,0.8,4130
2021-12-12 21:00:00,164.88,0.8,4140
2021-12-12 21:10:00,164.9,0.81,4150
2021-12-12 21:20:00,164.91,0.8200000000000001,4160
2021-12-12 21:30:00,164.92,0.8300000000000001,4170
2021-12-12 21:40:00,164.93,0.84,4180
2021-12-12 21:50:00,164.94,0.85,4190
2021-12-12 22:00:00,164.95,0.86,4200
2021-12-12 22:10:00,164.97,0.86,4210
2021-12-12 22:20:00,164.98,0.87,4220
2021-12-12 22:30:00,164.99,0.88,4230
2021-12-12 22:40:00,165.0,0.89,4240
2021-12-12 22:50:00,165.01,0.9,4250
2021-12-12 23:00:00,165.02,0.91,4260
2021-12-12 23:10:00,165.03,0.92,4270
2021-12-12 23:20:00,165.04,0.92,4280
2021-12-12 23:30:00,165.05,0.93,4290
2021-12-12 23:40:00,165.06,0.94,4300
2021-12-12 23:50:00,165.08,0.95,4310
2021-12-13 00:00:00,165.09,0.96,4320
2021-12-13 00:10:00,165.1,0.96,4330
2021-12-13 00:20:00,165.1,0.97,4340
2021-12-13 00:30:00,165.12,0.98,4350
2021-12-13 00:40:00,165.12,0.99,4360
2021-12-13 00:50:00,165.14,1.0,4370
2021-12-13 01:00:00,165.14,1.01,4380
2021-12-13 01:10:00,165.15,1.01,4390
2021-12-13 01:20:00,165.16,1.02,4400
2021-12-13 01:30:00,165.17,1.03,4410
2021-12-13 01:40:00,165.18,1.04,4420
2021-12-13 01:50:00,165.19,1.05,4430
2021-12-13 02:00:00,165.19,1.05,4440
2021-12-13 02:10:00,165.2,1.06,4450
2021-12-13 02:20:00,165.21,1.07,4460
2021-12-13 02:30:00,165.22,1.08,4470
2021-12-13 02:40:00,165.23,1.09,4480
2021-12-13 02:50:00,165.24,1.09,4490
2021-12-13 03:00:00,165.25,1.1,4500
2021-12-13 03:10:00,165.26,1.11,4510
2021-12-13 03:20:00,165.27,1.12,4520
2021-12-13 03:30:00,165.28,1.12,4530
2021-12-13 03:40:00,165.28,1.13,4540
2021-12-13 03:50:00,165.29,1.14,4550
2021-12-13 04:00:00,165.3,1.15,4560
2021-12-13 04:10:00,165.31,1.16,4570
2021-12-13 04:20:00,165.32,1.16,4580
2021-12-13 04:30:00,165.33,1.17,4590
2021-12-13 04:40:00,165.33,1.18,4600
2021-12-13 04:50:00,165.34,1.19,4610
2021-12-13 05:00:00,165.35,1.19,4620
2021-12-13 05:10:00,165.36,1.2,4630
2021-12-13 05:20:00,165.37,1.21,4640
2021-12-13 05:30:00,165.37,1.22,4650
2021-12-13 05:40:00,165.38,1.22,4660
2021-12-13 05:50:00,165.39,1.23,4670
2021-12-13 06:00:00,165.4,1.24,4680
2021-12-13 06:10:00,165.4,1.25,4690
2021-12-13 06:20:00,165.41,1.25,4700
2021-12-13 06:30:00,165.42,1.26,4710
2021-12-13 06:40:00,165.43,1.27,4720
2021-12-13 06:50:00,165.43,1.28,4730
2021-12-13 07:00:00,165.44,1.28,4740
2021-12-13 07:10:00,165.45,1.29,4750
2021-12-13 07:20:00,165.45,1.3,4760
2021-12-13 07:30:00,165.46,1.31,4770
